drugbank_id,reaction_id,sequence,left_element_drug_id,left_element_name,right_element_drug_id,right_element_name
DB09173,DB09173_rxn_6,2,DBMET02693,ω-hydroxy-butyrfentanyl,DBMET02694,ω-carboxy-butyrfentanyl
DB09185,DB09185_rxn_0,1,DB09185,Viloxazine,DBMET03493,5-Hydroxyviloxazine
DB09185,DB09185_rxn_1,1,DB09185,Viloxazine,DBMET03495,Viloxazine N-carbamoyl glucuronide
DB09185,DB09185_rxn_2,2,DBMET03493,5-Hydroxyviloxazine,DBMET03494,5-Hydroxyviloxazine glucuronide
DB09194,DB09194_rxn_0,1,DB09194,Etoperidone,DBMET02171,Etoperidone M2
DB09194,DB09194_rxn_1,1,DB09194,Etoperidone,DBMET02179,Etoperidone M6
DB09194,DB09194_rxn_2,1,DB09194,Etoperidone,DBMET02180,Etoperidone M5
DB09194,DB09194_rxn_3,1,DB09194,Etoperidone,DBMET02181,Etoperidone M4
DB09194,DB09194_rxn_4,1,DB09194,Etoperidone,DBMET02182,Etoperidone M12
DB09194,DB09194_rxn_5,1,DB09194,Etoperidone,DB12110,m-Chlorophenylpiperazine
DB09194,DB09194_rxn_6,1,DB09194,Etoperidone,DBMET01876,"2-[3-[4-(3-chlorophenyl)-1-piperazinyl]propyl]-4-ethyl-2,4-dihydro-5- (1-hydroxyethyl)-3H-1,2,4-triazole-3-one"
DB09194,DB09194_rxn_7,1,DB09194,Etoperidone,DBMET01877,N-oxide etoperidone
DB09194,DB09194_rxn_8,1,DB09194,Etoperidone,DBMET01878,1-(3-chlorophenyl) piperazine
DB09194,DB09194_rxn_9,1,DB09194,Etoperidone,DBMET01879,triazole propionic acid
DB09194,DB09194_rxn_10,1,DB09194,Etoperidone,DBMET02169,Etoperidone M19
DB09194,DB09194_rxn_11,1,DB09194,Etoperidone,DBMET02168,Etoperidone M20
DB09194,DB09194_rxn_12,1,DB09194,Etoperidone,DBMET02170,Etoperidone M21
DB09194,DB09194_rxn_13,2,DBMET02171,Etoperidone M2,DBMET02172,Oxo-etoperidone (M3)
DB09194,DB09194_rxn_14,2,DBMET02171,Etoperidone M2,DBMET02175,Etoperidone M7
DB09194,DB09194_rxn_15,2,DBMET02171,Etoperidone M2,DBMET02176,Etoperidone M8
DB09194,DB09194_rxn_16,2,DBMET02171,Etoperidone M2,DBMET02177,Etoperidone M9
DB09194,DB09194_rxn_17,2,DBMET02171,Etoperidone M2,DBMET02178,Etoperidone M15
DB09194,DB09194_rxn_18,2,DBMET02179,Etoperidone M6,DBMET02177,Etoperidone M9
DB09194,DB09194_rxn_19,2,DBMET02180,Etoperidone M5,DBMET02176,Etoperidone M8
DB09194,DB09194_rxn_20,2,DBMET02182,Etoperidone M12,DBMET02183,Etoperidone M14
DB09194,DB09194_rxn_21,2,DBMET02182,Etoperidone M12,DBMET02184,Etoperidone M13
DB09194,DB09194_rxn_22,3,DBMET02172,Oxo-etoperidone (M3),DBMET02173,Etoperidone M16
DB09194,DB09194_rxn_23,3,DBMET02172,Oxo-etoperidone (M3),DBMET02174,Etoperidone M17
DB09198,DB09198_rxn_0,1,DB09198,Lobeglitazone,DBMET01517,M1
DB09198,DB09198_rxn_1,1,DB09198,Lobeglitazone,DBMET01518,M2
DB09205,DB09205_rxn_0,1,DB09205,Moxisylyte,DBMET01914,Deacetyl-thymoxamine
DB09205,DB09205_rxn_1,2,DBMET01914,Deacetyl-thymoxamine,DBMET01915,deacetyl-demethyl-thymoxamine
DB09205,DB09205_rxn_2,2,DBMET01914,Deacetyl-thymoxamine,DBMET01916,glucuronide of deacetyl-thymoxamine
DB09205,DB09205_rxn_3,2,DBMET01914,Deacetyl-thymoxamine,DBMET01918,sulfate of deacetyl-thymoxamine
DB09205,DB09205_rxn_4,3,DBMET01915,deacetyl-demethyl-thymoxamine,DBMET01917,glucuronide of deacetyl-demethyl-thymoxamine
DB09205,DB09205_rxn_5,3,DBMET01915,deacetyl-demethyl-thymoxamine,DBMET01919,sulfate of deacetyl-demethyl-thymoxamine
DB09209,DB09209_rxn_0,1,DB09209,Pholcodine,DBMET01920,desmorpholino-hydroxy-pholcodine
DB09209,DB09209_rxn_1,1,DB09209,Pholcodine,DBMET01921,hydroxypholcodine
DB09209,DB09209_rxn_2,1,DB09209,Pholcodine,DBMET01922,oxopholcodine
DB09209,DB09209_rxn_3,1,DB09209,Pholcodine,DB00295,Morphine
DB09212,DB09212_rxn_0,1,DB09212,Loxoprofen,DBMET02876,Loxoprofen trans-OH metabolite
DB09212,DB09212_rxn_1,1,DB09212,Loxoprofen,DBMET02877,Loxoprofen cis-OH metabolite
DB09213,DB09213_rxn_0,1,DB09213,Dexibuprofen,DBMET00154,2-Hydroxyibuprofen
DB09213,DB09213_rxn_1,1,DB09213,Dexibuprofen,DBMET00155,3-Hydroxyibuprofen
DB09215,DB09215_rxn_0,1,DB09215,Droxicam,DB00554,Piroxicam
DB09216,DB09216_rxn_0,1,DB09216,Tolfenamic acid,DBMET01926,Glucuronide form of tolfenamic acid
DB09216,DB09216_rxn_1,1,DB09216,Tolfenamic acid,DBMET01927,N-(2-methyl-3-chlorophenyl)-5-hydroxy-anthranilic acid
DB09216,DB09216_rxn_2,1,DB09216,Tolfenamic acid,DBMET01928,ether glucuronide ofN-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid
DB09216,DB09216_rxn_3,1,DB09216,Tolfenamic acid,DBMET01929,N-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid
DB09216,DB09216_rxn_4,1,DB09216,Tolfenamic acid,DBMET01934,N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid
DB09216,DB09216_rxn_5,1,DB09216,Tolfenamic acid,DBMET01935,N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid form 2
DB09216,DB09216_rxn_6,1,DB09216,Tolfenamic acid,DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid
DB09216,DB09216_rxn_7,1,DB09216,Tolfenamic acid,DBMET01942,N-(2-methyl-3-chlorophenyl)-4-hydroxy-anthranilic acid
DB09216,DB09216_rxn_8,2,DBMET01929,N-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,DBMET01932,N-(2-methyl-3-chloro-4-metoxyphenyl)-anthranilic acid
DB09216,DB09216_rxn_9,2,DBMET01929,N-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,DBMET01933,N-(2-methyl-4-hydroxyphenyl)-anthranilic acid
DB09216,DB09216_rxn_10,2,DBMET01935,N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid form 2,DBMET01936,N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid form 3
DB09216,DB09216_rxn_11,2,DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01938,N-(2-formyl-3-chlorophenyl) anthranilic acid
DB09216,DB09216_rxn_12,2,DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01939,N-(2-hydroxymethyl-3-chloro-4-hydroxyphenyl)-anthranilic acid
DB09216,DB09216_rxn_13,2,DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01940,N-(2-hydroxymethyl-3-chlorophenyl)-4-hydroxy-anthranilic acid
DB09216,DB09216_rxn_14,3,DBMET01938,N-(2-formyl-3-chlorophenyl) anthranilic acid,DBMET01941,N-(2-carboxy-3-chlorophenyl)-anthranilic acid
DB09223,DB09223_rxn_0,1,DB09223,Blonanserin,DBMET01888,M1 (Blonanserin)
DB09223,DB09223_rxn_1,1,DB09223,Blonanserin,DBMET01890,M3 (Blonanserin)
DB09223,DB09223_rxn_2,1,DB09223,Blonanserin,DBMET01892,M5 (Blonanserin)
DB09223,DB09223_rxn_3,1,DB09223,Blonanserin,DBMET01893,M6 (Blonanserin)
DB09223,DB09223_rxn_4,2,DBMET01888,M1 (Blonanserin),DBMET01889,M2 (Blonanserin)
DB09223,DB09223_rxn_5,2,DBMET01890,M3 (Blonanserin),DBMET01891,M4 (Blonanserin)
DB09223,DB09223_rxn_6,2,DBMET01892,M5 (Blonanserin),DBMET01894,M7 (Blonanserin)
DB09223,DB09223_rxn_7,3,DBMET01894,M7 (Blonanserin),DBMET01895,M8 (Blonanserin)
DB09225,DB09225_rxn_0,1,DB09225,Zotepine,DBMET01795,Norzotepine
DB09225,DB09225_rxn_1,1,DB09225,Zotepine,DBMET01796,Zotepine N-oxide
DB09225,DB09225_rxn_2,1,DB09225,Zotepine,DBMET01797,2-OH-zotepine
DB09225,DB09225_rxn_3,1,DB09225,Zotepine,DBMET01798,3-OH-zotepine
DB09225,DB09225_rxn_4,1,DB09225,Zotepine,DBMET01799,Zotepine -oxide
DB09227,DB09227_rxn_0,1,DB09227,Barnidipine,DBMET01899,M-8
DB09227,DB09227_rxn_1,1,DB09227,Barnidipine,DBMET01901,M-1
DB09227,DB09227_rxn_2,2,DBMET01899,M-8,DBMET01900,M-2
DB09227,DB09227_rxn_3,2,DBMET01901,M-1,DBMET01902,M-3
DB09227,DB09227_rxn_4,3,DBMET01902,M-3,DBMET01903,M-4
DB09229,DB09229_rxn_0,1,DB09229,Aranidipine,DBMET01949,Aranidipine M-1
DB09229,DB09229_rxn_1,1,DB09229,Aranidipine,DBMET01952,Aranidipine M-3
DB09229,DB09229_rxn_2,2,DBMET01949,Aranidipine M-1,DBMET01950,Aranidipine M-2
DB09229,DB09229_rxn_3,2,DBMET01949,Aranidipine M-1,DBMET01951,Aranidipine M-4
DB09229,DB09229_rxn_4,2,DBMET01952,Aranidipine M-3,DBMET01951,Aranidipine M-4
DB09229,DB09229_rxn_5,3,DBMET01951,Aranidipine M-4,DBMET01953,Aranidipine M-5
DB09229,DB09229_rxn_6,3,DBMET01950,Aranidipine M-2,DBMET01953,Aranidipine M-5
DB09231,DB09231_rxn_0,1,DB09231,Benidipine,DBMET01964,Dehydrobenidipine
DB09231,DB09231_rxn_1,1,DB09231,Benidipine,DBMET01963,N-desbenzylbenidipine
DB09237,DB09237_rxn_0,1,DB09237,Levamlodipine,DBMET02937,Levamlodipine M9 metabolite
DB09237,DB09237_rxn_1,2,DBMET02937,Levamlodipine M9 metabolite,DBMET02938,Levamlodipine M10 metabolite
DB09237,DB09237_rxn_2,2,DBMET02937,Levamlodipine M9 metabolite,DBMET02940,Levamlodipine M4 metabolite
DB09237,DB09237_rxn_3,3,DBMET02938,Levamlodipine M10 metabolite,DBMET02941,Levamlodipine M12 metabolite
DB09256,DB09256_rxn_0,1,DB09256,Tegafur,DBMET02058,5'-hydroxytegafur
DB09256,DB09256_rxn_1,2,DBMET02058,5'-hydroxytegafur,DB00544,Fluorouracil
DB09268,DB09268_rxn_0,1,DB09268,Picosulfuric acid,DBMET03353,Bis-(p-hydroxyphenyl)-pyridyl-2-methane
DB09274,DB09274_rxn_0,1,DB09274,Artesunate,DBMET00443,Dihydroartemisinin (DHA)
DB09274,DB09274_rxn_1,2,DBMET00443,Dihydroartemisinin (DHA),DBMET03143,Dihydroartemisinin Glucuronide
DB09274,DB09274_rxn_2,3,DBMET03143,Dihydroartemisinin Glucuronide,DBMET03144,Furano Acetate of Dihydroartemisinin Glucuronide
DB09277,DB09277_rxn_0,1,DB09277,Choline C 11,DBMET01973,betaine
DB09282,DB09282_rxn_0,1,DB09282,Molsidomine,DB13400,Linsidomine
DB09288,DB09288_rxn_0,1,DB09288,Propacetamol,DB00316,Acetaminophen
DB09288,DB09288_rxn_1,1,DB09288,Propacetamol,DBMET01974,"N, N-diethylglycine"
DB09291,DB09291_rxn_0,1,DB09291,Rolapitant,DBMET01398,Rolapitant metabolite M19
DB09292,DB09292_rxn_0,1,DB09292,Sacubitril,DBMET01401,Sacubitrilat (LBQ657)
DB09298,DB09298_rxn_0,1,DB09298,Silibinin,DBMET01841,O-demethylated-silybin
DB09299,DB09299_rxn_0,1,DB09299,Tenofovir alafenamide,DBMET03569,Tenofovir alanine
DB09299,DB09299_rxn_1,2,DBMET03569,Tenofovir alanine,DBMET01425,Tenofovir
DB09299,DB09299_rxn_2,3,DBMET01425,Tenofovir,DBMET01176,Tenofovir Monophosphate
DB09299,DB09299_rxn_3,4,DBMET01176,Tenofovir Monophosphate,DBMET01177,Tenofovir Diphosphate
DB09300,DB09300_rxn_0,1,DB09300,Butylscopolamine,DBMET01508,BA 345 Br (Scopolamine Butylbromide)
DB09300,DB09300_rxn_1,1,DB09300,Butylscopolamine,DBMET01509,BA 790 Br (Scopolamine Butylbromide)
DB09300,DB09300_rxn_2,2,DBMET01508,BA 345 Br (Scopolamine Butylbromide),DBMET01510,AD12 (Scopolamine Butylbromide)
DB09301,DB09301_rxn_0,1,DB09301,Chondroitin sulfate,DBMET01986,cs_a_deg1
DB09301,DB09301_rxn_1,1,DB09301,Chondroitin sulfate,DBMET01975,cs_a_deg4
DB09301,DB09301_rxn_2,1,DB09301,Chondroitin sulfate,DBMET01976,cs_e_deg1
DB09301,DB09301_rxn_3,1,DB09301,Chondroitin sulfate,DBMET01977,cs_e_deg5
DB09301,DB09301_rxn_4,1,DB09301,Chondroitin sulfate,DBMET01978,sulfate
DB09301,DB09301_rxn_5,1,DB09301,Chondroitin sulfate,DBMET01994,D-glucuronate
DB09301,DB09301_rxn_6,1,DB09301,Chondroitin sulfate,DB11735,Galactose
DB09301,DB09301_rxn_7,1,DB09301,Chondroitin sulfate,DB09419,Xylose
DB09301,DB09301_rxn_8,2,DBMET01975,cs_a_deg4,DBMET01985,N-acetyl-D-galactosamine
DB09301,DB09301_rxn_9,2,DBMET01975,cs_a_deg4,DBMET01987,cs_a_deg2
DB09301,DB09301_rxn_10,2,DBMET01975,cs_a_deg4,DBMET01979,cs_a_deg5
DB09301,DB09301_rxn_11,2,DBMET01975,cs_a_deg4,DBMET01984,cs_b_deg2
DB09301,DB09301_rxn_12,2,DBMET01975,cs_a_deg4,DBMET01988,cs_c_deg2
DB09301,DB09301_rxn_13,2,DBMET01975,cs_a_deg4,DBMET01990,cs_c_deg5
DB09301,DB09301_rxn_14,2,DBMET01975,cs_a_deg4,DBMET01982,cs_d_deg2
DB09301,DB09301_rxn_15,2,DBMET01975,cs_a_deg4,DBMET01983,cs_d_deg6
DB09301,DB09301_rxn_16,2,DBMET01975,cs_a_deg4,DBMET01989,cs_e_deg3
DB09301,DB09301_rxn_17,2,DBMET01975,cs_a_deg4,DBMET01980,cs_e_deg7
DB09301,DB09301_rxn_18,3,DBMET01982,cs_d_deg2,DBMET01994,D-glucuronate
DB09301,DB09301_rxn_19,3,DBMET01982,cs_d_deg2,DBMET01993,cs_a_deg3
DB09301,DB09301_rxn_20,3,DBMET01982,cs_d_deg2,DBMET01991,cs_c_deg3
DB09301,DB09301_rxn_21,3,DBMET01982,cs_d_deg2,DBMET01992,cs_e_deg4
DB09301,DB09301_rxn_22,3,DBMET01982,cs_d_deg2,DBMET01990,cs_c_deg5
DB09301,DB09301_rxn_23,3,DBMET01982,cs_d_deg2,DBMET01995,cs_d_deg3
DB09301,DB09301_rxn_24,3,DBMET01982,cs_d_deg2,DBMET01978,sulfate
DB09301,DB09301_rxn_25,3,DBMET01983,cs_d_deg6,DBMET01990,cs_c_deg5
DB09301,DB09301_rxn_26,3,DBMET01983,cs_d_deg6,DBMET01995,cs_d_deg3
DB09301,DB09301_rxn_27,3,DBMET01983,cs_d_deg6,DBMET01978,sulfate
DB09301,DB09301_rxn_28,3,DBMET01983,cs_d_deg6,DBMET01997,L-iduronic acid
DB09301,DB09301_rxn_29,3,DBMET01983,cs_d_deg6,DBMET01993,cs_a_deg3
DB09301,DB09301_rxn_30,3,DBMET01984,cs_b_deg2,DBMET01998,cs_b_deg3
DB09301,DB09301_rxn_31,3,DBMET01984,cs_b_deg2,DBMET01978,sulfate
DB09301,DB09301_rxn_32,4,DBMET01995,cs_d_deg3,DBMET01994,D-glucuronate
DB09301,DB09301_rxn_33,4,DBMET01995,cs_d_deg3,DBMET01993,cs_a_deg3
DB09301,DB09301_rxn_34,4,DBMET01995,cs_d_deg3,DBMET01991,cs_c_deg3
DB09301,DB09301_rxn_35,4,DBMET01995,cs_d_deg3,DBMET01996,cs_d_deg4
DB09301,DB09301_rxn_36,4,DBMET01995,cs_d_deg3,DBMET01992,cs_e_deg4
DB09327,DB09327_rxn_0,1,DB09327,Tegafur-uracil,DBMET02001,3-hydroxytegafur
DB09327,DB09327_rxn_1,1,DB09327,Tegafur-uracil,DBMET02002,4-hydroxytegafur
DB09327,DB09327_rxn_2,1,DB09327,Tegafur-uracil,DBMET00753,5-hydroxytegafur
DB09327,DB09327_rxn_3,1,DB09327,Tegafur-uracil,DBMET02003,dihydrotegafur
DB09327,DB09327_rxn_4,2,DBMET00753,5-hydroxytegafur,DBMET00449,5-fluorouracil
DB09327,DB09327_rxn_5,3,DBMET00449,5-fluorouracil,DBMET02004,5-FUH2
DB09327,DB09327_rxn_6,3,DBMET00449,5-fluorouracil,DBMET01999,5-fluorodeoxyuridine-monophosphate
DB09327,DB09327_rxn_7,3,DBMET00449,5-fluorouracil,DBMET02000,5-fluorouridine-triphosphate
DB09327,DB09327_rxn_8,4,DBMET02004,5-FUH2,DBMET02005,FUPA
DB09327,DB09327_rxn_9,5,DBMET02005,FUPA,DBMET02006,FBAL
DB09327,DB09327_rxn_10,5,DBMET02005,FUPA,DB03904,Urea
DB09330,DB09330_rxn_0,1,DB09330,Osimertinib,DBMET03777,AZ-7550
DB09330,DB09330_rxn_1,1,DB09330,Osimertinib,DBMET03779,AZ-5104
DB09343,DB09343_rxn_0,1,DB09343,Tipiracil,DBMET01853,6-(hydroxymethyl)uracil
DB09344,DB09344_rxn_0,1,DB09344,Invert sugar,DBMET01478,Glucose-6-phosphate
DB09344,DB09344_rxn_1,1,DB09344,Invert sugar,DB04277,Fructose -6-Phosphate
DB09348,DB09348_rxn_0,1,DB09348,Propiolactone,DBMET02012,Propanoic acid
DB09348,DB09348_rxn_1,1,DB09348,Propiolactone,DBMET02013,hydracrylic acid derivatives
DB09357,DB09357_rxn_0,1,DB09357,Dexpanthenol,DB01783,Pantothenic acid
DB09419,DB09419_rxn_0,1,DB09419,Xylose,DB11195,Xylitol
DB09419,DB09419_rxn_1,2,DB11195,Xylitol,DB03947,D-Xylulose
DB09419,DB09419_rxn_2,3,DB03947,D-Xylulose,DBMET02033,D-Xylulose-5-phosphate
DB09494,DB09494_rxn_0,1,DB09494,Cetyl alcohol,DB03796,Palmitic Acid
DB09516,DB09516_rxn_0,1,DB09516,Mequinol,DBMET02068,"3,4-dihydroxyanisole"
DB09516,DB09516_rxn_1,1,DB09516,Mequinol,DBMET02069,3-hydroxy-4-methoxyanisole
DB09516,DB09516_rxn_2,1,DB09516,Mequinol,DBMET02070,4-hydroxy-3-methoxyanisole
DB09543,DB09543_rxn_0,1,DB09543,Methyl salicylate,DBMET01455,Salicylic acid
DB09546,DB09546_rxn_0,1,DB09546,Iobenguane sulfate I-123,DBMET01492,m-Iodohippuric acid
DB09546,DB09546_rxn_1,2,DBMET01492,m-Iodohippuric acid,DBMET01493,Radioiodide 123
DB09570,DB09570_rxn_0,1,DB09570,Ixazomib,DBMET03783,Ixazomib M6 metabolite
DB09570,DB09570_rxn_1,1,DB09570,Ixazomib,DBMET03784,Ixazomib M3 metabolite
DB09570,DB09570_rxn_2,1,DB09570,Ixazomib,DBMET03785,Ixazomib M1 metabolite
DB09570,DB09570_rxn_3,1,DB09570,Ixazomib,DBMET03786,Ixazomib M2 metabolite
DB09570,DB09570_rxn_4,1,DB09570,Ixazomib,DBMET03787,Ixazomib M5 metabolite
DB09570,DB09570_rxn_5,2,DBMET03786,Ixazomib M2 metabolite,DBMET03785,Ixazomib M1 metabolite
DB09570,DB09570_rxn_6,2,DBMET03787,Ixazomib M5 metabolite,DBMET03786,Ixazomib M2 metabolite
DB09570,DB09570_rxn_7,2,DBMET03787,Ixazomib M5 metabolite,DBMET03783,Ixazomib M6 metabolite
DB11090,DB11090_rxn_0,1,DB11090,Potassium nitrate,DBMET00818,Cyanmethemoglobin
DB11090,DB11090_rxn_1,1,DB11090,Potassium nitrate,DBMET01480,Nitric Oxide
DB11091,DB11091_rxn_0,1,DB11091,Hydrogen peroxide,DB09140,Oxygen
DB11091,DB11091_rxn_1,1,DB11091,Hydrogen peroxide,DB09145,Water
DB11094,DB11094_rxn_0,1,DB11094,Vitamin D,DB00146,Calcifediol
DB11094,DB11094_rxn_1,1,DB11094,Vitamin D,DBMET00596,25-Hydroxyvitamin D2-25-glucuronide
DB11094,DB11094_rxn_2,2,DB00146,Calcifediol,DB00136,Calcitriol
DB11094,DB11094_rxn_3,2,DBMET00596,25-Hydroxyvitamin D2-25-glucuronide,DBMET00608,25-Hydroxyvitamin D2 25-(beta-glucuronide)
DB11113,DB11113_rxn_0,1,DB11113,Castor oil,DBMET02109,Glycerol
DB11113,DB11113_rxn_1,1,DB11113,Castor oil,DB02955,Ricinoleic acid
DB11118,DB11118_rxn_0,1,DB11118,Ammonia,DB03904,Urea
DB11121,DB11121_rxn_0,1,DB11121,Chloroxylenol,DBMET00488,Glucuronic acid
DB11121,DB11121_rxn_1,1,DB11121,Chloroxylenol,DB11309,Sulfuric acid
DB11127,DB11127_rxn_0,1,DB11127,Selenious acid,DBMET01468,Selenodiglutathione
DB11127,DB11127_rxn_1,1,DB11127,Selenious acid,DBMET01458,Hydrogen Selenide
DB11127,DB11127_rxn_2,2,DBMET01468,Selenodiglutathione,DBMET01458,Hydrogen Selenide
DB11127,DB11127_rxn_3,2,DBMET01458,Hydrogen Selenide,DBMET01461,Methyl-selenol
DB11127,DB11127_rxn_4,2,DBMET01458,Hydrogen Selenide,DBMET01459,Selenocysteine
DB11127,DB11127_rxn_5,2,DBMET01458,Hydrogen Selenide,DBMET01460,Selenophosphate
DB11127,DB11127_rxn_6,3,DBMET01461,Methyl-selenol,DBMET01462,Dimethyl selenide
DB11127,DB11127_rxn_7,3,DBMET01459,Selenocysteine,DBMET01461,Methyl-selenol
DB11127,DB11127_rxn_8,3,DBMET01459,Selenocysteine,DBMET01466,Se-methylselenocysteine selenoxide
DB11127,DB11127_rxn_9,4,DBMET01462,Dimethyl selenide,DBMET01463,Trimethylselenonium
DB11127,DB11127_rxn_10,4,DBMET01466,Se-methylselenocysteine selenoxide,DBMET01467,Methyl selenic acid
DB11130,DB11130_rxn_0,1,DB11130,Opium,DBMET01172,6-Monoacetylmorphine
DB11130,DB11130_rxn_1,2,DBMET01172,6-Monoacetylmorphine,DBMET00313,morphine
DB11130,DB11130_rxn_2,3,DBMET00313,morphine,DB06409,Morphine glucuronide
DB11130,DB11130_rxn_3,3,DBMET00313,morphine,DBMET00462,morphine-3-glucuronide
DB11130,DB11130_rxn_4,4,DB06409,Morphine glucuronide,DBMET02018,"morphine-3,6-diglucuronide"
DB11130,DB11130_rxn_5,4,DBMET00462,morphine-3-glucuronide,DBMET02018,"morphine-3,6-diglucuronide"
DB11143,DB11143_rxn_0,1,DB11143,Cresol,DBMET02032,p-cresol glucuronide
DB11143,DB11143_rxn_1,1,DB11143,Cresol,DBMET02031,p-cresol sulfate
DB11145,DB11145_rxn_0,1,DB11145,Oxyquinoline,DBMET02059,Glucuronide Conjugate (Oxyquinoline)
DB11145,DB11145_rxn_1,1,DB11145,Oxyquinoline,DBMET02060,Sulfate Conjugate (Oxyquinoline)
DB11195,DB11195_rxn_0,1,DB11195,Xylitol,DB03947,D-Xylulose
DB11195,DB11195_rxn_1,2,DB03947,D-Xylulose,DBMET02033,D-Xylulose-5-phosphate
DB11204,DB11204_rxn_0,1,DB11204,Panthenol,DB01783,Pantothenic acid
DB11217,DB11217_rxn_0,1,DB11217,Arbutin,DB01914,D-glucose
DB11217,DB11217_rxn_1,1,DB11217,Arbutin,DB09526,Hydroquinone
DB11217,DB11217_rxn_2,2,DB09526,Hydroquinone,DBMET02100,hydroquinone glucuronide
DB11217,DB11217_rxn_3,2,DB09526,Hydroquinone,DBMET02101,hydroquinone sulfate
DB11219,DB11219_rxn_0,1,DB11219,Enzacamene,DBMET02091,3-(4-hydroxymethylbenzylidene)camphor
DB11219,DB11219_rxn_1,2,DBMET02091,3-(4-hydroxymethylbenzylidene)camphor,DBMET02092,3-(4-carboxybenzylidene)camphor
DB11219,DB11219_rxn_2,3,DBMET02092,3-(4-carboxybenzylidene)camphor,DBMET02093,3-(4-carboxybenzylidene)-6-hydroxycamphor
DB11251,DB11251_rxn_0,1,DB11251,Tocopherol,DBMET02034,13'-hydroxychromanol
DB11251,DB11251_rxn_1,2,DBMET02034,13'-hydroxychromanol,DBMET02035,13'-carboxychromanol
DB11251,DB11251_rxn_2,3,DBMET02035,13'-carboxychromanol,DBMET02036,CDMDHC
DB11251,DB11251_rxn_3,4,DBMET02036,CDMDHC,DBMET02037,CDMOHC
DB11251,DB11251_rxn_4,5,DBMET02037,CDMOHC,DBMET02038,CDMHHC
DB11251,DB11251_rxn_5,6,DBMET02038,CDMHHC,DBMET02039,CMBHC
DB11251,DB11251_rxn_6,7,DBMET02039,CMBHC,DBMET02040,CEHC
DB11282,DB11282_rxn_0,1,DB11282,Diethyltoluamide,DBMET01776,"N,N-diethyl-m-hydroxymethylbenzamide"
DB11282,DB11282_rxn_1,1,DB11282,Diethyltoluamide,DB11282,Diethyltoluamide
DB11282,DB11282_rxn_2,1,DB11282,Diethyltoluamide,DBMET01777,N-ethyl-m-toluamide
DB11282,DB11282_rxn_3,1,DB11282,Diethyltoluamide,DBMET00328,acetaldehyde
DB11296,DB11296_rxn_0,1,DB11296,Prezatide,DBMET01483,Histidyl-lysine
DB11345,DB11345_rxn_0,1,DB11345,(S)-camphor,DBMET02114,5-exo-hydroxyfenchone
DB11358,DB11358_rxn_0,1,DB11358,Evening primrose oil,DB13854,Gamolenic acid
DB11358,DB11358_rxn_1,2,DB13854,Gamolenic acid,DB00154,Dihomo-gamma-linolenic acid
DB11358,DB11358_rxn_2,3,DB00154,Dihomo-gamma-linolenic acid,DBMET02087,15-HETrE
DB11358,DB11358_rxn_3,3,DB00154,Dihomo-gamma-linolenic acid,DBMET02086,Prostaglandin E1
DB11358,DB11358_rxn_4,3,DB00154,Dihomo-gamma-linolenic acid,DB04557,Arachidonic Acid
DB11362,DB11362_rxn_0,1,DB11362,Selexipag,DBMET01403,ACT-333679
DB11362,DB11362_rxn_1,2,DBMET01403,ACT-333679,DBMET02144,ACT-333679 glucuronide
DB11363,DB11363_rxn_0,1,DB11363,Alectinib,DBMET01404,M4
DB11363,DB11363_rxn_1,1,DB11363,Alectinib,DBMET02145,M6 (Alectinib)
DB11363,DB11363_rxn_2,1,DB11363,Alectinib,DBMET02146,M1a (Alectinib)
DB11363,DB11363_rxn_3,1,DB11363,Alectinib,DBMET02147,M1b (Alectinib)
DB11365,DB11365_rxn_0,1,DB11365,Sennosides,DBMET01449,Sennidin A
DB11365,DB11365_rxn_1,2,DBMET01449,Sennidin A,DBMET01450,Rheinanthrone
DB11365,DB11365_rxn_2,3,DBMET01450,Rheinanthrone,DBMET01451,Rhein
DB11366,DB11366_rxn_0,1,DB11366,Roquinimex,DBMET01690,"4,8-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide"
DB11366,DB11366_rxn_1,1,DB11366,Roquinimex,DBMET01691,"4,7-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide"
DB11366,DB11366_rxn_2,1,DB11366,Roquinimex,DBMET01692,"4,6-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide"
