drugbank_id,name,cas_number,unii
DB04828,Zomepirac sodium,64092-49-5,Y0185WZ209
DB04828,Zomepirac sodium anhydrous,64092-48-4,DA5B6IWF46
DB04830,Buformin hydrochloride,1190-53-0,D947SXO87P
DB04832,Zimelidine hydrochloride,60525-15-7,7GLK27586K
DB04834,Rapacuronium bromide,156137-99-4,65Q4QDG4KC
DB04836,Amineptine hydrochloride,30272-08-3,A5P604A12R
DB04837,Chlophedianol hydrochloride,511-13-7,69QQ58998Y
DB04837,Clofedanol hydrochloride,,
DB04840,Debrisoquine sulfate,581-88-4,Q94064N9NW
DB04841,Flunarizine dihydrochloride,30484-77-6,C11102TO53
DB04843,Mepenzolate bromide,76-90-4,APX8D32IX1
DB04846,Celiprolol hydrochloride,57470-78-7,G1M3398594
DB04849,Cediranib maleate,857036-77-2,68AYS9A614
DB04851,Biricodar dicitrate,174254-13-8,9WQP0L619L
DB04854,Febuxostat hemihydrate,442664-09-7,7KC4X53ED3
DB04855,Dronedarone hydrochloride,141625-93-6,FA36DV299Q
DB04860,Isatoribine monohydrate,198832-38-1,85141ONN7O
DB04861,Nebivolol hydrochloride,152520-56-4,JGS34J7L9I
DB04865,Omacetaxine mepesuccinate hydrochloride,457895-79-3,563OX5661H
DB04866,Halofuginone hydrobromide,64924-67-0,PTC2969MV1
DB04866,Halofuginone lactate,82186-71-8,6ZO4HT041C
DB04868,Nilotinib hydrochloride monohydrate,923288-90-8,5JHU0N1R6K
DB04871,Lorcaserin hydrochloride,846589-98-8,0QJF08GDPE
DB04871,Lorcaserin hydrochloride hemihydrate,856681-05-5,REV26SR2B4
DB04881,Elacridar hydrochloride,143851-98-3,NX2BHH1A5B
DB04884,Dapoxetine hydrochloride,129938-20-1,U4OHT63MRI
DB04888,Bifeprunox mesylate,350992-13-1,8F018D8L02
DB04889,Bicifadine hydrochloride,66504-75-4,OE6G20P68T
DB04890,Bepotastine besilate,190786-44-8,6W18MO1QR3
DB04894,Vapreotide acetate,849479-74-9,5562377HFV
DB04896,Milnacipran hydrochloride,101152-94-7,RNZ43O5WW5
DB04905,Tesmilifene hydrochloride,92981-78-7,1U4B477260
DB04908,Flibanserin hydrochloride,147359-76-0,96XTC36K1B
DB04911,Oritavancin diphosphate,192564-14-0,VL1P93MKZN
DB04924,Itopride hydrochloride,122892-31-3,2H9NV66W0I
DB04931,Afamelanotide acetate,1566590-77-9,1XCC161YKC
DB04932,Defibrotide sodium,,L7CHH2B2J0
DB04933,Eritoran tetrasodium,185954-98-7,FUO195TC7O
DB04948,Lofexidine hydrochloride,21498-08-8,V47G1SDI1B
DB04967,Lucanthone hydrochloride,548-57-2,918K9N56QZ
DB04972,Canfosfamide hydrochloride,439943-59-6,1LI341K7NQ
DB04983,Denufosol tetrasodium,318250-11-2,82M942WZ4A
DB05018,Migalastat hydrochloride,75172-81-5,CLY7M0XD20
DB05022,Amonafide L-malate,618863-54-0,LI06Q37TEG
DB05025,Arimoclomol citrate,368860-21-3,Q85FFY6179
DB05025,Arimoclomol maleate,289893-26-1,18D1V854HG
DB05039,Indacaterol acetate,1000160-96-2,RYI4401DTM
DB05039,Indacaterol maleate,753498-25-8,2JEC1ITX7R
DB05063,Mitoquinone mesylate,845959-50-4,6E01CG547T
DB05088,Choline tetrathiomolybdate,649749-10-0,FD57A79R4P
DB05137,Lobeline hydrochloride,134-63-4,96J834CB88
DB05143,OXI-4503 dipotassium,1014615-46-3,Q9F7QEH36F
DB05220,Alisertib sodium,1208255-63-3,T76P158V9D
DB05223,Pracinostat hydrochloride,,
DB05229,Beraprost sodium,88475-69-8,15K99VDU5F
DB05239,Cobimetinib fumarate,1369665-02-0,6EXI96H8SV
DB05255,Ronacaleret hydrochloride,702686-96-2,LZM2DSH251
DB05259,Glatiramer acetate,147245-92-9,5M691HL4BO
DB05260,Gallium nitrate nonahydrate,135886-70-3,VRA0C6810N
DB05265,Ecabet sodium,86408-72-2,51MO2B2OSB
DB05271,Rotigotine hydrochloride,125572-93-2,6Q1W9573L2
DB05273,Samarium (153Sm) lexidronam pentasodium,176669-18-4,7389YR3OOV
DB05296,Motexafin lutetium hydrate,156436-90-7,0A85BJ22L6
DB05316,Pimavanserin tartrate,706782-28-7,NA83F1SJSR
DB05351,Dexlansoprazole sesquihydrate,313640-86-7,HS2S9VK3NH
DB05381,Histamine dihydrochloride,56-92-8,3POA0Q644U
DB05381,Histamine phosphate,51-74-1,QWB37T4WZZ
DB05383,Pimagedine hydrochloride,1937-19-5,A2Z7G2RGAH
DB05395,Amibegron hydrochloride,121524-09-2,N910CJ679E
DB05422,OPC-14523 hydrochloride,145969-31-9,OV3VP43XU4
DB05422,OPC-14523 mesylate,260369-93-5,H9J1LZ3AAH
DB05424,Canertinib dihydrochloride,289499-45-2,ICJ93X8X90
DB05460,Ezatiostat hydrochloride,286942-97-0,D59N834676
DB05513,Atiprimod dimaleate,183063-72-1,YNU265SSR3
DB05519,Budiodarone tartrate,478941-93-4,3HV5H0W9GM
DB05528,Mipomersen sodium,629167-92-6,18EAY4870E
DB05542,Naronapride dihydrochloride,860169-57-9,898PE2W8US
DB05553,Regrelor disodium,676251-22-2,6MU6U599QZ
DB05565,PBT-1033 hydrochloride,648896-70-2,24Z79C941B
DB05575,Motesanib diphosphate,857876-30-3,T6Q3060U91
DB05575,Motesanib phosphate,,
DB05585,Verubulin hydrochloride,917369-31-4,33380QZ0QW
DB05586,Facinicline hydrochloride,677305-02-1,O6J463N18M
DB05590,Bedoradrine sulfate,194785-31-4,P875C0DV2V
DB05592,Blarcamesine hydrochloride,195615-84-0,1M49V1PBPL
DB05611,Apilimod mesylate,870087-36-8,5G3P5OK11S
DB05625,PTX-9908,,
DB05626,Retaspimycin hydrochloride,857402-63-2,928Q33Q049
DB05638,Asvasiran sodium,1386946-83-3,XP1509VT0P
DB05645,Larazotide acetate,881851-50-9,FO8S2IW40N
DB05697,Trabedersen sodium,871479-94-6,Q037WFO97F
DB05710,Gantacurium chloride,213998-46-0,LEY8QK99UR
DB05738,Vapitadine dihydrochloride,279253-83-7,R612XR8A9F
DB05779,Oglufanide disodium,237068-57-4,Q60AU1LLNU
DB05804,Prasterone sodium sulfate anhydrous,1099-87-2,B9840IHU4T
DB05808,Muparfostat sodium,1020105-88-7,4ROB1M2DHD
DB05812,Abiraterone acetate,154229-18-2,EM5OCB9YJ6
DB05928,Dovitinib lactate hydrate,915769-50-5,69VKY8P7EA
DB05932,Denibulin hydrochloride,779356-64-8,0U575HR16Q
DB05938,Edonerpic maleate,519187-97-4,0LB9F7I5P3
DB05964,Amitifadine hydrochloride,410074-74-7,R01R720TVG
DB05974,Transcrocetinate sodium,591230-99-8,YP57637WMX
DB06005,Adomiparin sodium,,4UTY6300OM
DB06013,Aldoxorubicin hydrochloride,1361563-03-2,S098K6HGD9
DB06016,Cariprazine hydrochloride,1083076-69-0,KQD7C255YG
DB06040,Filanesib Hydrochloride,1385020-40-5,N98S79PF2I
DB06077,Lumateperone tosylate,1187020-80-9,JIE88N006O
DB06090,Bradanicline hydrochloride,1111941-90-2,D266D7TY9B
DB06090,Bradanicline tosylate,1111942-11-0,3821HT7KCR
DB06094,Apatorsen sodium,915443-09-3,3N4G7RE66Y
DB06134,SNS-314 mesylate,1146618-41-8,KGW32FDY3U
DB06140,SUVN-502 dimesylate,1791396-46-7,BFE1VOB95D
DB06140,SUVN-502 dimesylate monohydrate,1791396-45-6,9816MUD84T
DB06147,Sulfathiazole sodium,144-74-1,PV16N742VM
DB06148,Mianserin hydrochloride,21535-47-7,2X03TN217S
DB06150,Sulfadimethoxine sodium,1037-50-9,49DG2B481W
DB06152,Nylidrin hydrochloride,849-55-8,EC69E3PW7E
DB06153,Pizotifen malate,5189-11-7,99O99YVR4C
DB06155,Rimonabant hydrochloride,158681-13-1,HL0V2LQZ09
DB06156,Tesofensine Citrate,861205-83-6,3R9T98ZB7U
DB06156,Tesofensine tartrate,,3H98FB5747
DB06157,Istaroxime hydrochloride,374559-48-5,R9SOU1JG5F
DB06160,Garenoxacin mesylate,223652-90-2,OXI6EF55FR
DB06174,Noscapine hydrochloride,912-60-7,TTN62ITH9I
DB06178,Talotrexin ammonium,648420-92-2,686WJT9102
DB06182,Talabostat mesylate,150080-09-4,V8ZG4Y1B51
DB06185,Forodesine hydrochloride,284490-13-7,6SN82Y9U73
DB06187,Valtorcitabine dihydrochloride,359689-54-6,5816OWJ81W
DB06188,Ispinesib Mesylate,514820-03-2,R6ZMD4UH3D
DB06190,Solabegron hydrochloride,451470-34-1,GU14FR8D4A
DB06191,Zosuquidar trihydrochloride,167465-36-3,813AGY3126
DB06193,Pixantrone dimaleate,144675-97-8,P0R64C4CR9
DB06196,Icatibant acetate,138614-30-9,325O8467XK
DB06197,Bimosiamose disodium,187269-60-9,7AK2FKB9AW
DB06199,Atrasentan Hydrochloride,195733-43-8,E4G31X93ZA
DB06202,Lasofoxifene hydrochloride,180915-85-9,UEY1KQM2MR
DB06202,Lasofoxifene tartrate,190791-29-8,85X09V2GSO
DB06203,Alogliptin benzoate,850649-62-6,EEN99869SC
DB06204,Tapentadol hydrochloride,175591-09-0,71204KII53
DB06206,Sugammadex sodium,343306-79-6,ERJ6X2MXV7
DB06209,Prasugrel besylate,952340-40-8,7KYD4NE018
DB06209,Prasugrel hydrochloride,389574-19-0,G89JQ59I13
DB06210,Eltrombopag choline,2336813-25-1,F9G8XE24IB
DB06210,Eltrombopag olamine,496775-62-3,4U07F515LG
DB06211,Doripenem hydrate,364622-82-2,4B035T6NKT
DB06213,Regadenoson monohydrate,875148-45-1,2XLN4Y044H
DB06216,Asenapine maleate,85650-56-2,CU9463U2E2
DB06217,Vernakalant hydrochloride,748810-28-8,7G4J1ZD9UQ
DB06219,Dalbavancin hydrochloride,,33WDQ7T81E
DB06224,Alicaforsen sodium,331257-52-4,4TWN6SZB8W
DB06230,Nalmefene hydrochloride,58895-64-0,K7K69QC05X
DB06230,Nalmefene hydrochloride dihydrate,1228646-70-5,52Z0G7QVJX
DB06231,Caldaret monohydrate,192509-24-3,2SH110E854
DB06235,Vadimezan sodium,129095-08-5,C35T92HIZM
DB06243,Eflornithine hydrochloride,96020-91-6,4NH22NDW9H
DB06249,Arzoxifene Hydrochloride,182133-27-3,FU88PI0433
DB06251,Dersalazine Sodium,367249-56-7,BAB844203H
DB06255,Disodium incadronate,138330-18-4,7L16W0096A
DB06261,Hexaminolevulinate hydrochloride,140898-91-5,D4F329SL1O
DB06263,Amrubicin hydrochloride,110311-30-3,EUL6MP8FZW
DB06264,Tolperisone hydrochloride,3644-61-9,8Z075K2TIG
DB06268,Sitaxentan sodium,210421-74-2,6V9JH46E20
DB06274,Alvimopan dihydrate,170098-38-1,677C126AET
DB06282,Levocetirizine dihydrochloride,130018-87-0,SOD6A38AGA
DB06283,Ziconotide acetate,914454-03-8,T2I226K69M
DB06285,Teriparatide acetate,99294-94-7,9959P4V12N
DB06290,Simeprevir sodium,1241946-89-3,16U7H60184
DB06292,Dapagliflozin propanediol monohydrate,960404-48-2,887K2391VH
DB06294,Semuloparin sodium,,V5T10N50RD
DB06325,Pegpleranib sodium,1449390-73-1,DD50D2QKH1
DB06328,Methoxyamine hydrochloride,593-56-6,203546OLMF
DB06333,Trodusquemine hydrochloride,,7VON0S1S42
DB06335,Saxagliptin hydrochloride,709031-78-7,Z8J84YIX6L
DB06335,Saxagliptin hydrochloride dihydrate,1073057-20-1,4N19ON48ZN
DB06335,Saxagliptin monohydrate,945667-22-1,9GB927LAJW
DB06346,Fiboflapon Sodium,1196070-26-4,75YS00XOG3
DB06347,Cenisertib benzoate,1145859-64-8,S68QU67MAZ
DB06350,Elinogrel potassium,936501-01-8,Z3N9GGR982
DB06354,Tezampanel hydrate,317819-68-4,6XN50U405Y
DB06358,Iclaprim Mesylate,474793-41-4,7U972CJ5AT
DB06393,Xaliproden Hydrochloride,90494-79-4,44D5EE8E26
DB06401,Bazedoxifene acetate,198481-33-3,J70472UD3D
DB06402,Telavancin hydrochloride,560130-42-9,0701472ZG0
DB06406,Idraparinux sodium,149920-56-9,H84IXP29FN
DB06408,Taribavirin hydrochloride,40372-00-7,D22JZE246P
DB06429,Talnetant hydrochloride,204519-66-4,C1ZIJ8F59E
DB06433,Tezacitabine monohydrate,171176-43-5,UCC4EQS7WL
DB06441,Cangrelor tetrasodium,163706-36-3,2144G00Y7W
DB06442,Avasimibe Sodium,166518-61-2,32035QP3VQ
DB06451,Aprinocarsen sodium,331257-53-5,1U68ZWZ6OX
DB06454,Sarizotan hydrochloride,195068-07-6,5P71E6YO9H
DB06458,Remacemide Hydrochloride,111686-79-4,I1ST2B6HIM
DB06461,Squalamine lactate,320725-47-1,4WE915J1KX
DB06468,Cariporide Mesylate,159138-81-5,0543W2JFRZ
DB06470,Clomethiazole hydrochloride,6001-74-7,85223EMG44
DB06477,Sumanirole Maleate,179386-44-8,2OI87T3R1B
DB06480,Prucalopride hydrochloride,179474-80-7,M8IYX9Z79V
DB06480,Prucalopride succinate,179474-85-2,4V2G75E1CK
DB06486,Enzastaurin Hydrochloride,359017-79-1,KX7K68Z2UH
DB06497,Aplaviroc hydrochloride,461023-63-2,04D148Z3VR
DB06506,Repinotan hydrochloride,144980-77-8,1KBQ63168A
DB06518,R-1487 hydrochloride,,E89N7YW9YQ
DB06519,Edaglitazone sodium,369631-81-2,862MFS0O74
DB06525,Ganstigmine hydrochloride,412044-92-9,19OP2S99RQ
DB06527,Tramiprosate sodium,14650-46-5,8MH9189W53
DB06532,Pafuramidine maleate,837369-26-3,K27F04K3A9
DB06556,Edifoligide sodium,328538-04-1,8TW510F64S
DB06580,Celgosivir hydrochloride,141117-12-6,70U2NQU0FP
DB06587,Mitemcinal fumarate,154802-96-7,XU63LQ260J
DB06589,Pazopanib hydrochloride,635702-64-6,33Y9ANM545
DB06590,Ceftaroline fosamil acetate,400827-46-5,EZ9W6O5S09
DB06590,Ceftaroline fosamil acetate monohydrate,400827-55-6,P9VXV1408Y
DB06598,Brostallicin hydrochloride,203258-38-2,1DKC476797
DB06603,Panobinostat hydrate,,D07V79Q44T
DB06603,Panobinostat lactate,960055-56-5,HN0T99OO4V
DB06608,Tafenoquine succinate,106635-81-8,DL5J0B8VSS
DB06614,Peramivir hydrate,1041434-82-5,QW7Y7ZR15U
DB06616,Bosutinib monohydrate,918639-08-4,844ZJE6I55
DB06618,Cutamesine dihydrochloride,165377-44-6,B66RO93FXQ
DB06620,Aplindore fumarate,189681-71-8,P13TV5A758
DB06623,Flupirtine gluconate,815586-85-7,D7NP6CR89M
DB06623,Flupirtine maleate,75507-68-5,0VCI53PK4A
DB06634,Casopitant mesylate,414910-30-8,7VSV9BL497
DB06635,Otamixaban Hydrochloride,409081-12-5,WL9J31M2HI
DB06636,Isavuconazonium sulfate,946075-13-4,31Q44514JV
DB06642,Bevasiranib sodium,849758-52-7,II3PQ3910V
DB06645,Anamorelin Hydrochloride,861998-00-7,55F75LJQ0V
DB06652,Vicriviroc Hydrochloride,541503-48-4,25SS1WQB7W
DB06652,Vicriviroc Maleate,599179-03-0,EP3QG127N9
DB06654,Safinamide mesylate,202825-46-5,YS90V3DTX0
DB06660,Saredutant succinate,176381-98-9,6FE8PG636R
DB06662,Abetimus sodium,169147-32-4,F5Y7739G6U
DB06663,Pasireotide acetate,396091-76-2,662X0VFR9L
DB06663,Pasireotide diaspartate,820232-50-6,I4P76SY3N4
DB06663,Pasireotide pamoate,396091-79-5,04F55A7UZ3
DB06677,Clazosentan Sodium,503271-02-1,0L77PK62L1
DB06678,Esmirtazapine hydrochloride,1448014-35-4,J12BQ47O1N
DB06678,Esmirtazapine maleate,680993-85-5,I2U18E6JKA
DB06684,Vilazodone hydrochloride,163521-08-2,U8HTX2GK8J
DB06685,Laquinimod sodium,248282-07-7,4H914M0CSP
DB06691,Mepyramine maleate,59-33-6,R35D29L3ZA
DB06691,Mepyramine tannate,183969-60-0,A9310LW34B
DB06694,Xylometazoline hydrochloride,1218-35-5,X5S84033NZ
DB06695,Dabigatran etexilate mesilate,872728-81-9,SC7NUW5IIT
DB06696,Arbekacin sulfate,104931-87-5,G7395HZ992
DB06698,Betahistine hydrochloride,5579-84-0,49K58SMZ7U
DB06698,Betahistine maleate,133206-34-5,U5SU5350VT
DB06698,Betahistine mesylate,54856-23-4,X1L0E3R43Y
DB06699,Degarelix acetate hydrate,934246-14-7,EXT215F4ZU
DB06700,Desvenlafaxine fumarate,93414-04-1,ATX24E9M6L
DB06700,Desvenlafaxine fumarate monohydrate,313471-75-9,R5JHD7L72A
DB06700,Desvenlafaxine hydrochloride,300827-87-6,3TP4E4F972
DB06700,Desvenlafaxine succinate,386750-22-7,ZB22ENF0XR
DB06701,Dexmethylphenidate hydrochloride,19262-68-1,1678OK0E08
DB06702,Fesoterodine fumarate,286930-03-8,EOS72165S7
DB06704,Iobenguane I 123,76924-93-1,P2TH1XYZ84
DB06704,Iobenguane I 131,77679-27-7,Q461L7AK4R
DB06704,Iobenguane sulfate,87862-25-7,S8I0922465
DB06704,Iobenguane sulfate I 123,139755-80-9,
DB06704,Iobenguane sulfate I 131,149210-33-3,M575VKV19N
DB06705,Gadofosveset trisodium monohydrate,211570-55-7,XM33Q67UVH
DB06706,Isometheptene mucate,7492-31-1,8O120FDS6P
DB06709,Methacholine chloride,62-51-1,0W5ETF9M2K
DB06711,Naphazoline hydrochloride,550-99-2,MZ1131787D
DB06711,Naphazoline nitrate,5144-52-5,SC99GR1T5S
DB06716,Fospropofol disodium,258516-87-9,30868AY0IF
DB06717,Fosaprepitant dimeglumine,265121-04-8,D35FM8T64X
DB06719,Buserelin acetate,68630-75-1,13U86G7YSP
DB06723,Algeldrate,1330-44-5,03J11K103C
DB06723,Almagate,66827-12-1,568Z59H7ZJ
DB06726,Bufuralol hydrochloride,60398-91-6,G66IY7Q7S4
DB06727,Sparteine sulfate,,GQ3J2TLZ7E
DB06728,Aniline acetate,542-14-3,9K3OS48D34
DB06728,Aniline hydrobromide,542-11-0,01XK3D1SXO
DB06728,Aniline hydrochloride,142-04-1,576R1193YL
DB06731,Seproxetine hydrochloride,127685-30-7,K4QYN23H2N
DB06735,Enclomiphene citrate,7599-79-3,J303A6U9Y6
DB06738,Ketobemidone hydrochloride,5965-49-1,U9U6LTV80K
DB06738,Ketobemidone oxalate,,
DB06741,Gv 150526a,153436-38-5,80W7787JVB
DB06742,Ambroxol hydrochloride,23828-92-4,CC995ZMV90
DB06751,Drotaverine hydrochloride,985-12-6,24ZVH4C669
DB06753,Triclofos sodium,7246-20-0,9F90KA5Q8U
DB06754,Danaparoid sodium,,5004UU3156
DB06756,Betaine citrate,17671-50-0,19JX795NXV
DB06756,Betaine hydrochloride,590-46-5,JK8U8K4D6K
DB06757,Manganese chloride,7773-01-5,6YB4901Y90
DB06757,Manganese chloride tetrahydrate,13446-34-9,QQE170PANO
DB06757,Manganese sulfate,10034-96-5,W00LYS4T26
DB06759,Fomivirsen sodium,160369-77-7,3Z6W3S36X5
DB06762,Pinacidil monohydrate,85371-64-8,7B0ZZH8P2W
DB06763,Saralasin acetate,39698-78-7,FO21Z580M4
DB06764,Tetrahydrozoline hydrochloride,522-48-5,0YZT43HS7D
DB06769,Bendamustine hydrochloride,3543-75-7,981Y8SX18M
DB06769,Bendamustine hydrochloride monohydrate,1374784-02-7,X15906D285
DB06771,Besifloxacin hydrochloride,405165-61-9,7506A6J57T
DB06778,Cupric sulfate pentahydrate,7758-99-8,LRX7AJ16DT
DB06779,Dalteparin sodium,,12M44VTJ7B
DB06785,Ganirelix acetate,129311-55-3,56U7906FQW
DB06787,Hexocyclium methylsulfate,115-63-9,84OPZ2Q0VB
DB06788,Histrelin acetate,220810-26-4,QMG7HLD1ZE
DB06791,Lanreotide acetate,,IEU56G3J9C
DB06792,Lanthanum carbonate hydrate,54451-24-0,490D9F069T
DB06793,Levopropoxyphene napsylate anhydrous,5714-90-9,W7DQT6KY5S
DB06794,Lodoxamide tromethamine,63610-09-3,50LV9A548L
DB06795,Mafenide Acetate,13009-99-9,RQ6LP6Z0WY
DB06796,Mangafodipir trisodium,140678-14-4,129FW80TG4
DB06799,Methenamine citrate,34317-08-3,Q4U8R77416
DB06799,Methenamine diphosphate,72962-49-3,IZP83XSR30
DB06799,Methenamine hippurate,5714-73-8,M329791L57
DB06799,Methenamine hydrochloride,24360-05-2,A3F8KN5WMU
DB06799,Methenamine mandelate,587-23-5,695N30CINR
DB06799,Methenamine phosphate,72962-48-2,11G6DJX54Q
DB06799,Methenamine sulfate,19267-18-6,0373WW6GZQ
DB06800,Methylnaltrexone bromide,916055-92-0,RFO6IL3D3M
DB06809,Plerixafor octahydrochloride,155148-31-5,OD49913540
DB06814,Protokylol hydrochloride,136-69-6,7U7O8Q48IO
DB06815,Pyrithione sodium,3811-73-2,6L3991491R
DB06815,Pyrithione zinc,13463-41-7,R953O2RHZ5
DB06816,Pyrvinium pamoate,3546-41-6,310X6S84LW
DB06817,Raltegravir potassium,871038-72-1,43Y000U234
DB06819,Sodium phenylbutyrate,1716-12-7,NT6K61736T
DB06820,Sulconazole nitrate,61318-91-0,1T89100D5U
DB06824,Trientine hydrochloride,38260-01-4,HC3NX54582
DB06824,Trientine tetrahydrochloride,4961-40-4,7360URE56Q
DB06825,Triptorelin acetate,140194-24-7,43OFW291R9
DB06825,Triptorelin pamoate,124508-66-3,08AN7WA2G0
DB06826,Unoprostone isopropyl,120373-24-2,5M161S5O5P
DB06827,Viomycin sulfate,37883-00-4,LKO141R05V
DB07338,Acifluorfen sodium,62476-59-9,6H07I1G902
DB07556,CGS-27023 hydrochloride,169799-04-6,BS0VY94Q43
DB07565,Chloramphenicol sodium succinate,982-57-0,872109HX6B
DB07931,Hexestrol diphosphate sodium,171399-06-7,VK60X9E36E
DB08162,Fasudil hydrochloride,105628-07-7,SQ04N8S7BR
DB08387,Mardepodect succinate,1037309-45-7,TJ5KAZ8T5G
DB08439,Parecoxib sodium,198470-85-8,EB87433V6F
DB08639,Dapivirine hydrochloride,244768-47-6,55D48BY90H
DB08799,Antazoline hydrochloride,2508-72-7,FP8Q8F72JH
DB08799,Antazoline phosphate,154-68-7,VPR5FPH326
DB08799,Antazoline sulfate,24359-81-7,6T74I07212
DB08800,Chloropyramine hydrochloride,6170-42-9,FWA92Z14NN
DB08801,Dimetindene maleate,3614-69-5,6LL60J9E0O
DB08802,Isothipendyl hydrochloride,1225-60-1,953AP1LBV8
DB08806,Roxatidine acetate hydrochloride,93793-83-0,60426GOR1E
DB08808,Bupranolol hydrochloride,15148-80-8,DTC2G3GDPL
DB08809,Sodium dichloroacetate,,
DB08810,Cinitapride tartrate,1207859-16-2,2Z90GEN540
DB08813,Nadroparin calcium,37270-89-6,LIA7Z4002P
DB08815,Lurasidone hydrochloride,367514-88-3,O0P4I5851I
DB08818,Hyaluronate sodium,,
DB08818,Potassium hyaluronate,31799-91-4,
DB08818,Sodium hyaluronate,9067-32-7,YSE9PPT4TH
DB08822,Azilsartan medoxomil potassium,863031-24-7,WEC6I2K1FC
DB08827,Lomitapide mesylate,202914-84-9,X4S83CP54E
DB08834,Tauroursodeoxycholic acid dihydrate,117609-50-4,U7XRV7RZ1I
DB08836,Temocapril hydrochloride,110221-44-8,8G820I95VP
DB08837,Tetraethylammonium bromide,71-91-0,0435621Z3N
DB08837,Tetraethylammonium chloride,56-34-8,8B82Z83XNN
DB08837,Tetraethylammonium hydroxide,77-98-5,RA8VU41B1F
DB08837,Tetraethylammonium iodide,,5YC77AN7EB
DB08837,Tetraethylammonium phosphate,5574-97-0,CRD3CJW5P4
DB08838,Agmatine sulfate,2482-00-0,RU0176QL8I
DB08839,Serotonin hydrochloride,153-98-0,GKN429M9VS
DB08841,Tyramine hydrochloride,60-19-5,Z5KDH3H147
DB08848,Guvacine hydrochloride,,
DB08860,Pitavastatin calcium,147526-32-7,IYD54XEG3W
DB08860,Pitavastatin magnesium,956116-90-8,BDS8LUQ384
DB08860,Pitavastatin sodium,574705-92-3,29556RBN9P
DB08864,Rilpivirine hydrochloride,700361-47-3,212WAX8KDD
DB08867,Ulipristal acetate,126784-99-4,YF7V70N02B
DB08868,Fingolimod hydrochloride,162359-56-0,G926EC510T
DB08868,Fingolimod lauryl sulfate,1967800-35-6,J3HZQ9BE2S
DB08869,Tesamorelin acetate,901758-09-6,LGW5H38VE3
DB08871,Eribulin mesylate,441045-17-6,AV9U0660CW
DB08875,Cabozantinib malate,1140909-48-3,DR7ST46X58
DB08877,Ruxolitinib phosphate,1092939-17-7,436LRU32H5
DB08877,Ruxolitinib sulfate,1092939-16-6,8PFR3FDT6X
DB08883,Perampanel hydrate,1571982-04-1,8LIX22217M
DB08884,Gadoxetate disodium,135326-22-6,HOY74VZE0M
DB08890,Linaclotide acetate,851199-60-5,NSF067KU1M
DB08894,Peginesatide acetate,1185870-58-9,44STI720CW
DB08895,Tofacitinib citrate,540737-29-9,O1FF4DIV0D
DB08896,Regorafenib monohydrate,1019206-88-2,MGN125FS9D
DB08897,Aclidinium bromide,320345-99-1,UQW7UF9N91
DB08901,Ponatinib hydrochloride,1114544-31-8,96R6PU3D8J
DB08903,Bedaquiline fumarate,845533-86-0,P04QX2C1A5
DB08907,Canagliflozin hydrate,928672-86-0,0SAC974Z85
DB08911,Trametinib dimethyl sulfoxide,1187431-43-1,BSB9VJ5TUT
DB08912,Dabrafenib mesylate,1195768-06-9,B6DC89I63E
DB08916,Afatinib dimaleate,850140-73-7,V1T5K7RZ0B
DB08918,Levomilnacipran hydrochloride,175131-60-9,371U2ZK31U
DB08926,Acediasulfone sodium,127-60-6,M45G7BJL52
DB08930,Dolutegravir sodium,1051375-19-9,1Q1V9V5WYQ
DB08936,Chlorcyclizine hydrochloride,14362-31-3,NPB7A7874U
DB08941,Isoxsuprine hydrochloride,579-56-6,V74TEQ36CO
DB08943,Isoconazole nitrate,24168-96-5,5AS8P3N30X
DB08944,Isoaminile citrate,28416-66-2,27K34XSD46
DB08944,Isoaminile cyclamate,10075-36-2,4055851484
DB08945,Iotroxate meglumine,68890-05-1,389136RRO0
DB08948,Iodamide meglumine,18656-21-8,6X283535A3
DB08950,Indoramin hydrochloride,38821-52-2,DQ0Z3K8W92
DB08954,Ifenprodil tartrate,23210-58-4,89CTB4XUF7
DB08956,Hydroxydione sodium,53-10-1,53J8I8O5EW
DB08957,Hexoprenaline sulfate,32266-10-7,U851S9102C
DB08960,Hexamethonium Bromide,55-97-0,8J77X3S603
DB08966,Fursultiamine hydrochloride,2105-43-3,T3557LWB27
DB08967,Fonazine mesylate,13115-40-7,B28V86NGNK
DB08968,Fominoben hydrochloride,24600-36-0,XCT2R4OS1G
DB08978,Fentonium bromide,5868-06-4,XS152O7VCZ
DB08979,Fenspiride hydrochloride,5053-08-7,832NBX878V
DB08982,Etozolin hydrochloride,53-90-7,92BYI8Y56J
DB08985,Etilefrine hydrochloride,943-17-9,ZBI6Q5FH3S
DB08986,Etifoxine hydrochloride,56776-32-0,NBL8010WH5
DB08987,Etidocaine hydrochloride,36637-19-1,G6N3B3U8E6
DB08988,Ethoheptazine citrate,6700-56-7,LXK8EE245D
DB08988,Ethoheptazine hydrochloride,5982-61-6,8KYO8O8JNO
DB08990,Eprazinone Hydrochloride,10402-53-6,394X1L8I9Y
DB08991,Epirizole hydrochloride,,138HY1BQ0T
DB08992,Eperisone hydrochloride,56839-43-1,U38O8U7P6X
DB08993,Enviomycin sulfate,53760-33-1,67846BXW65
DB08996,Dimetacrine bitartrate,3759-07-7,DVH164X0IF
DB08996,Dimetacrine tartrate,,
DB08997,Dexetimide hydrochloride,21888-96-0,B987A3XX7D
DB08998,Demexiptiline hydrochloride,18059-99-9,ULT22161QA
