drugbank_id,kingdom,superclass,class,subclass,direct_parent
DB12506,Organic compounds,Organoheterocyclic compounds,Azoles,Tetrazoles,Phenyltetrazoles and derivatives
DB12507,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives
DB12508,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Diterpene lactones
DB12509,Organic compounds,Organoheterocyclic compounds,Triazines,Aminotriazines,Aminotriazines
DB12510,Inorganic compounds,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal oxides,Other non-metal oxides
DB12511,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles,"Phenyl-1,3-oxazoles"
DB12512,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB12513,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Cyclohexenones
DB12514,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives
DB12515,Organic compounds,Alkaloids and derivatives,Camptothecins,,Camptothecins
DB12517,Organic compounds,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Phenylpiperidines
DB12518,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Salicylamides
DB12519,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids
DB12520,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12521,Organic compounds,Organoheterocyclic compounds,Pyrrolidines,N-alkylpyrrolidines,N-alkylpyrrolidines
DB12522,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles
DB12523,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles
DB12524,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Benzanilides
DB12525,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12526,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenyls and derivatives
DB12527,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Halopyridines,Polyhalopyridines
DB12528,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
DB12529,Inorganic compounds,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal nitrites,Non-metal nitrites
DB12530,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12531,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines
DB12532,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives
DB12533,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Phenylpyrimidines
DB12534,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12535,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolinamines
DB12536,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Hexoses
DB12537,Organic compounds,Organoheterocyclic compounds,Benzodiazepines,,Benzodiazepines
DB12538,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides
DB12539,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrazines,Pyrazines
DB12540,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,N-arylpiperazines
DB12541,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB12542,Organic compounds,Organoheterocyclic compounds,Pyrazolopyridines,,Pyrazolopyridines
DB12543,Organic compounds,Benzenoids,Phenanthrenes and derivatives,,Phenanthrenes and derivatives
DB12545,Organic compounds,Organoheterocyclic compounds,Isoindoles and derivatives,Isoindolines,Isoindolones
DB12547,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Aromatic anilides
DB12548,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenyls and derivatives
DB12549,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,Acridines
DB12550,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Phthalazines
DB12551,Organic compounds,Organoheterocyclic compounds,Benzodioxanes,"Benzo-1,4-dioxanes","Benzo-1,4-dioxanes"
DB12553,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids
DB12554,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,P-methoxybenzoic acids and derivatives
DB12555,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB12556,Organic compounds,Benzenoids,Phenol ethers,,Phenol ethers
DB12557,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles
DB12558,Organic compounds,Organoheterocyclic compounds,Pyrroles,Substituted pyrroles,Phenylpyrroles
DB12559,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamine and derivatives
DB12560,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12561,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Bipyridines and oligopyridines,Bipyridines and oligopyridines
DB12562,Organic compounds,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxamides
DB12563,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Chlorinated biphenyls
DB12564,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides,Pyrimidine 2'-deoxyribonucleosides
DB12565,Organic compounds,Organoheterocyclic compounds,Benzofurans,,Benzofurans
DB12566,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB12567,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides
DB12568,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12569,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Xanthines
DB12570,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives
DB12571,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenyls and derivatives
DB12572,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyrazolylpyridines,Pyrazolylpyridines
DB12573,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,N-alkylindoles,N-alkylindoles
DB12574,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylureas,N-phenylureas
DB12575,Organic compounds,Organoheterocyclic compounds,Pteridines and derivatives,,Pteridines and derivatives
DB12576,Organic compounds,Benzenoids,Phenol ethers,,Phenol ethers
DB12577,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,,Stilbenes
DB12579,Organic compounds,Organoheterocyclic compounds,Piperidines,Benzylpiperidines,N-benzylpiperidines
DB12580,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Aryl-phenylketones
DB12581,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides
DB12582,Organic compounds,Alkaloids and derivatives,,,Alkaloids and derivatives
DB12584,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12585,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Diarylethers
DB12586,Organic compounds,Alkaloids and derivatives,Vinca alkaloids,,Vinca alkaloids
DB12587,Organic compounds,Organoheterocyclic compounds,Lactams,Beta lactams,Carbapenems
DB12588,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Halopyrimidines
DB12589,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12590,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Phenylpyrimidines
DB12591,Organic compounds,Organoheterocyclic compounds,Pyrrolopyridines,,Pyrrolopyridines
DB12592,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
DB12593,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,,Indoles and derivatives
DB12594,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropylamines,Phenylpropylamines
DB12595,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12596,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,,Stilbenes
DB12597,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Aromatic anilides
DB12598,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Guanidinobenzoic acids and derivatives
DB12601,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Steroid lactones
DB12602,Organic compounds,Organic acids and derivatives,Peptidomimetics,Peptoid-peptide hybrids,Peptoid-peptide hybrids
DB12604,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminocyclitol glycosides
DB12605,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylbutylamines,Phenylbutylamines
DB12606,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,,Pyrimidine nucleosides
DB12607,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12608,Organic compounds,Benzenoids,Phenol ethers,,Phenol ethers
DB12609,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12610,Organic compounds,Benzenoids,Benzene and substituted derivatives,,Benzene and substituted derivatives
DB12611,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB12612,Organic compounds,Organoheterocyclic compounds,Azoles,Oxadiazoles,Phenyloxadiazoles
DB12613,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides
DB12614,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Aromatic monoterpenoids
DB12615,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives
DB12616,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12617,Organic compounds,"Nucleosides, nucleotides, and analogues",Imidazole ribonucleosides and ribonucleotides,1-ribosyl-imidazolecarboxamides,1-ribosyl-imidazolecarboxamides
DB12618,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones
DB12619,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Taxanes and derivatives
DB12620,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12621,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12622,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids
DB12623,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
DB12624,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,Dihydropyridines
DB12625,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides
DB12626,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12627,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Phenylpyridines,Phenylpyridines
DB12629,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,Diphenylethers
DB12630,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Cyanoacrylates
DB12631,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides
DB12632,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids and derivatives
DB12633,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Taxanes and derivatives
DB12634,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12635,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indole-3-acetic acid derivatives
DB12636,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12637,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,Oxosteroids
DB12638,Organic compounds,Organosulfur compounds,Thioethers,Aryl thioethers,Diarylthioethers
DB12639,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12640,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids,Linear diarylheptanoids,Linear diarylheptanoids
DB12641,Organic compounds,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Phenylpiperidines
DB12642,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid esters
DB12643,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives
DB12644,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridyltriazoles,"Pyridyl-1,2,4-triazoles"
DB12645,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylcarbamic acid esters,Phenylcarbamic acid esters
DB12647,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids
DB12648,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides
DB12649,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,,Stilbenes
DB12650,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives
DB12651,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Cyclohexenones
DB12652,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12654,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolecarboxylic acids and derivatives,Indolecarboxylic acids and derivatives
DB12655,Organic compounds,Organoheterocyclic compounds,Piperidines,,Piperidines
DB12656,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12657,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylarylamines
DB12658,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Naphthyridines,Naphthyridines
DB12659,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,Isoquinolones and derivatives,Isoquinolones and derivatives
DB12660,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Valine and derivatives
DB12661,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,Phenylpiperazines
DB12662,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,Diphenylethers
DB12663,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylacetonitriles,Diphenylacetonitriles
DB12664,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides
DB12665,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides
DB12666,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Purinones
DB12667,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,,Pyridines and derivatives
DB12668,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides
DB12669,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolinamines
DB12670,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Xanthines
DB12671,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters
DB12672,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,8-prenylated flavones
DB12673,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Phenylpyrimidines
DB12674,Organic compounds,Alkaloids and derivatives,Harmala alkaloids,,Harmala alkaloids
DB12675,Organic compounds,Organoheterocyclic compounds,Benzisoxazoles,,Benzisoxazoles
DB12676,Organic compounds,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,Tetrahydrofolic acids
DB12677,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides
DB12678,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides
DB12679,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Halopyridines,2-halopyridines
DB12680,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,N-arylpiperazines
DB12681,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids
DB12682,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylbutylamines,Phenylbutylamines
DB12683,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12684,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12685,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Hydroquinolones
DB12686,Organic compounds,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,Piperidinecarboxamides
DB12687,Organic compounds,Organoheterocyclic compounds,Pteridines and derivatives,,Pteridines and derivatives
DB12688,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12689,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,Diphenylethers
DB12690,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,Phenylimidazoles
DB12691,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,Purine nucleosides
DB12692,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives
DB12693,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes
DB12694,Organic compounds,Organoheterocyclic compounds,Azoles,Triazoles,"Phenyl-1,2,4-triazoles"
DB12695,Organic compounds,Benzenoids,Benzene and substituted derivatives,,Benzene and substituted derivatives
DB12696,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Aminobenzoic acids and derivatives
DB12697,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids
DB12698,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12699,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12700,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins
DB12701,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12702,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxamides,Quinoline-3-carboxamides
DB12703,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,,Quinolines and derivatives
DB12704,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides
DB12705,Organic compounds,Organoheterocyclic compounds,Azoles,Oxadiazoles,Phenyloxadiazoles
DB12706,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Bipyridines and oligopyridines,Bipyridines and oligopyridines
DB12707,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Acylaminobenzoic acid and derivatives
DB12708,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds
DB12709,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
DB12710,Organic compounds,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
DB12711,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides
DB12712,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Beta amino acids and derivatives
DB12713,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Phenolic glycosides
DB12714,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,3-methylindoles
DB12715,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzylamines,Benzylamines
DB12716,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-aminopurines
DB12717,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenyls and derivatives
DB12718,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12719,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,3-alkylindoles
DB12720,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,,Isoquinolines and derivatives
DB12721,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolecarboxylic acids and derivatives,Indolecarboxamides and derivatives
DB12722,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12724,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Benzanilides
DB12725,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles
DB12726,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12727,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
DB12728,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes
DB12729,Organic compounds,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Phenylpiperidines
DB12730,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides
DB12731,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,1-benzoylpiperidines
DB12732,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives
DB12733,Organic compounds,Organoheterocyclic compounds,Imidazopyridines,,Imidazopyridines
DB12734,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12736,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,N-acylethanolamines
DB12737,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12738,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12739,Organic compounds,Organoheterocyclic compounds,Benzopyrazoles,Indazoles,Indazoles
DB12740,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridyltriazoles,"Pyridyl-1,2,4-triazoles"
DB12741,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,Nitroimidazoles
DB12742,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines,N-arylpiperazines
DB12743,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes
DB12744,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylureas,N-phenylureas
DB12745,Organic compounds,Organoheterocyclic compounds,Imidazopyridines,"Imidazo-[4,5-c]pyridines","Imidazo-[4,5-c]pyridines"
DB12746,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,Indoles
DB12748,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides
DB12749,Organic compounds,Organoheterocyclic compounds,Benzofurans,Benzofuranones,Benzofuranones
DB12750,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Arginine and derivatives
DB12751,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives
DB12752,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,3-alkylindoles
DB12754,Inorganic compounds,Homogeneous non-metal compounds,Homogeneous halogens,,Homogeneous halogens
DB12756,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Pyridoindoles,Alpha carbolines
DB12757,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives
DB12758,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Fluorobenzenes
DB12759,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12760,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosylamines
DB12761,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives
DB12762,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid esters
DB12763,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines
DB12764,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Chlorobenzenes
DB12765,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Isocyanates,Isocyanates
DB12766,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Chlorobenzenes
DB12767,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides
DB12769,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives
DB12770,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Alkyl aryl ethers
DB12771,Organic compounds,Benzenoids,Phenols,Tyrosols and derivatives,Tyrosols
DB12773,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12774,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Phenylpyridines,Phenylpyridines
DB12775,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
DB12776,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Benzanilides
DB12777,Organic Compounds,Organic Acids,Carboxylic Acids and Derivatives,"Amino Acids, Peptides, and Analogues",Peptides
