drugbank_id,synonym,language,coder
DB18672,"A replication-competent adenovirus type 5 in which the E1A and E1B genes are under the control of a human telomerase reverse transcriptase (hTERT) and IRES, respectively.",english,
DB18672,DNA (recombinant human telomerase-specific replication-competent oncolytic adenovirus 5 vector OBP-301),english,
DB18672,Telomelysin,english,
DB18672,Telomerase Specific Replication-competent Oncolytic Adenovirus,english,
DB18673,Tetrahydronaphthyl urea based selective TRPV1 antagonist,english,
DB18674,AFM13 (ANTI CD30 X ANTI CD16),english,
DB18674,ANTI-CD30/CD16A MONOCLONAL ANTIBODY AFM13,english,
DB18674,"Immunoglobulin, anti-(human FcγRIIIa receptor) (human heavy chain V-D-J region) fusion protein with peptide linker (GGS)3 fusion protein with immunoglobulin anti-(human CD30 antigen) (human-Mus musculus single-chain Fv fragment VL-(GGS)3-VH) fusion prot",english,
DB18674,tetravalent bispecific chimeric anti-human CD30 x anti-human CD16A recombinant antibody construct,english,
DB18675,"Immunoglobulin, anti-(human death receptor 5) (human-Lama glama clone IF5 single-domain VHH fragment) fusion protein with peptide linker (GGS)2 fusion protein with immunoglobulin anti-(human death receptor 5) (human-Lama glama clone IF5 single-domain VHH",english,
DB18675,Tetravalent recombinant humanized IgG1 agonist antibody targeting the human TRAIL death receptor 5 (DR5).,english,
DB18676,"Human parathyroid hormone (PTH) synthetic peptide fragment (1-34), conjugated at the N-terminal amino group via a cleavable linker to O-methylpolyethylene glycol (2 x 20 kDa mPEG); 2-methylalanyl-(1-34)-peptide of parathyroid hormone (Homo sapiens parath",english,
DB18676,Mpeg 40000-teriparatide,english,
DB18676,"Poly(oxy-1,2-ethanediyl), α-hydro-ω-methoxy-, ether with N-[[[2-[[6-[[1-[3-[[3-(2,3-dihydroxypropoxy)propyl]amino]-3-oxopropyl]-2,5-dioxo-3-pyrrolidinyl]thio]hexyl]amino]ethyl]amino]carbonyl]-2-methylalanyl-L-seryl-L-valyl-L-seryl-L-α-glutamyl-L-isole",english,
DB18676,Transcon parathyroid hormone (1-34),english,
DB18676,TransCon PTH,english,
DB18676,Transcon pth (1-34),english,
DB18679,Autologous adipose-derived stromal vascular fraction cells,english,
DB18679,Autologous stromal vascular cell fraction from adipose tissue,english,
DB18679,Autologous stromal vascular fraction from adipose tissue,english,
DB18680,Lovo-cel,english,
DB18682,an orally bioavailable ALK inhibitor (a macrocyclic compound containing nitrogen heterocycles),english,
DB18685,"Allergenic Extract- Whey, Cow's Milk",english,
DB18685,Bovine Milk Plasma,english,
DB18685,Bovine Whey,english,
DB18685,Cow Milk Whey,english,
DB18685,"Food - Dairy Products, Whey, Cow's Milk",english,
DB18685,Milk Basic Protein,english,
DB18685,"Proteins, Whey",english,
DB18685,Ultracur Component Whey Protein,english,
DB18685,Whey Dried,english,
DB18685,Whey Protein,english,
DB18685,Whey Protein Component Of Ultracur,english,
DB18685,Whey Protein Concentrate,english,
DB18686,Two immunoglobulin subclass 1 (IgG1) human monoclonal antibodies that target the Sudan ebolavirus glycoprotein,english,
DB18687,a recombinant adeno-associated virus pseudotyped with serotype 5 viral capsid encoding CRISPR/Cas9 (clustered regularly interspaced short palindromic repeats associated protein 9) gene editing constructs,english,
DB18689,Gdp-.beta.-l-fucose,english,
DB18689,Gdp-fucose,english,
DB18689,"Guanosine 5'-(trihydrogen pyrophosphate), mono(6-deoxy-l-galactopyranosyl) ester",english,
DB18689,Guanosine 5'-diphospho-.beta.-l-fucose,english,
DB18689,"Guanosine 5'-pyrophosphate, .beta.-l-fucopyranosyl ester",english,
DB18689,"Guanosine pyrophosphate, l-fucosyl ester",english,
DB18693,a synthetic PEGylated thrombopoietin (TPO) mimetic (TPOm) peptide with no sequence homology to endogenous,english,
DB18693,METHOXYPOLYETHYLENEGLYCOL20000-PROPIONYL-L-ISOLEUCYL-L-GLUTAMYL-GLYCYL-L-PROLYL-L-THREONYL-L-LEUCYL-L-ARGINYL-L-GLUTAMINYL-L-2-NAPHTHYLALANYL-L-LEUCYL-L-ALANYL-L-ALANYL-L-ARGINYLSARCOSYL-NE-(METHOXYPOLYETHYLENEGLYCOL20000-PROPIONYL-L-ISOLEUCYL-L-GLUTAMYL,english,
DB18693,"POLY(OXY-1,2-ETHANEDIYL), .ALPHA.-HYDRO-.OMEGA.-METHOXY-, 1,1'-DIETHER WITH N2,N6-BIS(N-(3-HYDROXY-1-OXOPROPYL)-L-ISOLEUCYL-L-.ALPHA.-GLUTAMYLGLYCYL-L-PROLYL-L-THREONYL-L-LEUCYL-L-ARGINYL-L-GLUTAMINYL-3-(2-NAPHTHALENYL)-L-ALANYL-L-LEUCYL-L-ALANYL-L-ALANY",english,
DB18693,RWJ-800088 (PEGYLATED THROMBOPOIETIN (TPO)-MIMETIC PEPTIDE),english,
DB18694,Peltopepimut-S,english,
DB18695,Human anti-transforming growth factor beta 1 monoclonal antibody,english,
DB18695,"Immunoglobulin g4, anti-(human transforming growth factor .beta.1 (human monoclonal cat-192 .gamma.4-chain)), disulfide with human monoclonal cat-192 .kappa.-chain, dimer",english,
DB18696,"Synthetic surfactant comprised of DPPC, POPG Na, synthetic SP-C analogue and synthetic SP-B analogue",english,
DB18698,67Cu sartate,english,
DB18698,Ucasareotide dasaroxetan Cu-67,english,
DB18699,Recombinant anti-claudin 18.2 monoclonal antibody,english,
DB18700,Native AAV9 capsid with a genomic cassette containing a cardiomyocyte-specific promoter and the wild-type human MYBPC3 gene,english,
DB18701,"Chikungunya vaccine, live",english,
DB18701,Chikungunya virus LR2006 OPY1 (attenuated strain) antigen,english,
DB18704,Benegrastim,english,
DB18704,Recombinant dimeric g-csf fusion protein f627,english,
DB18704,Rh g-csf fc fusion protein f-627,english,
DB18705,Bimervax,english,
DB18705,SARS-CoV-2 virus recombinant spike (S) protein receptor binding domain (RBD) fusion heterodimer – B.1.351-B.1.1.7 strains,english,
DB18706,CVL-231,english,
DB18706,Emraclidine,english,usan
DB18706,"Ethanone, 1-(5,7-dihydro-2,4-dimethyl-6h-pyrrolo(3,4-b)pyridin-6-yl)-2-(1-(2-(trifluoromethyl)-4-pyridinyl)-3-azetidinyl)-",english,
DB18707,(z)-3-(4-chloroanilino)-n-(4-chlorophenyl)-2-(3-methylisoxazol-5-yl)prop-2-enamide,english,
DB18707,Anvylic-3288,english,
DB18707,AVL-3288,english,
DB18708,"3-pyridazinecarboxamide, 6-((5-methyl-3-(6-methyl-3-pyridinyl)-4-isoxazolyl)methoxy)-n-(tetrahydro-2h-pyran-4-yl)-",english,
DB18708,Alogabat,english,usan
DB18709,"Cyclobutaneacetonitrile, 3-cyano-1-(4-(6-(1-methyl-1h-pyrazol-4- yl)pyrazolo(1,5-a)pyrazin-4-yl)-1h-pyrazol-1-yl)-, trans-",english,
DB18709,Ropsacitinib,english,inn/usan
DB18709,"Trans-3-cyano-1-(4-(6-(1-methyl-1h-pyrazol-4-yl)pyrazolo(1,5-a)pyrazin-4-yl)- 1h-pyrazol-1-yl)-cyclobutaneacetonitrile",english,
DB18710,ABBV 706,english,
DB18710,ABBV-706,english,
DB18710,ABBV706,english,
DB18711,Taletrectinib adipate,english,
DB18712,"Silsesquioxanes, 3-(2-hydroxy-1-methyl-2-nitrosohydrazinyl)propyl 3-(methylamino)propyl, polymers with silicic acid (h4sio4) tetra-et ester, hydroxy-terminated",english,
DB18713,RSV subgroup A stabilized prefusion F protein,english,
DB18714,RSV subgroup B stabilized prefusion F protein,english,
DB18715,"2h-imidazo(4,5-c)pyridin-2-one, 4-amino-1,3-dihydro-1-((3r)-1-(1-oxo-2-propen-1-yl)-3-piperidinyl)-3-(4-phenoxyphenyl)-",english,
DB18715,"4-amino-1,3-dihydro-1-((3r)-1-(1-oxo-2-propen-1-yl)-3-piperidinyl)-3-(4-phenoxyphenyl)-2h-imidazo(4,5-c)pyridin-2-one",english,
DB18716,"(2s,3s,5r)-3-methyl-3-((3-methyltriazol-3-ium-1-yl)methyl)-4,4,7-trioxo-4^6-thia-1-azabicyclo(3.2.0)heptane-2-carboxylate",english,
DB18716,"1h-1,2,3-triazolium, 3-(((2s,3s,5r)-2-carboxy-3-methyl-4,4-dioxido-7-oxo-4-thia-1-azabicyclo(3.2.0)hept-3-yl)methyl)-1-methyl-, inner salt",english,
DB18717,Black lead,english,
DB18717,C.i. pigment black 10,english,
DB18717,Graphites,english,
DB18717,Mineral carbon,english,
DB18717,Natural graphite,english,
DB18717,Plumbago,english,
DB18717,Stove black,english,
DB18718,RVT-3101,english,
DB18719,Tulisokibart,english,inn
DB18720,Pemivibart,english,inn
DB18721,Ac-Cys-Arg-Gly-Asp-Lys-Gly-Pro-Asp-Cys-NH2 cyclic (1→9)-disulfide,english,
DB18721,"L-Cysteinamide, N-acetyl-L-cysteinyl-L-arginylglycyl-L-α-aspartyl-L-lysylglycyl-L-prolyl-L-α-aspartyl-, cyclic (1→9)-disulfide",english,
DB18721,"N-Acetyl-L-cysteinyl-L-arginylglycyl-L-α-aspartyl-L-lysylglycyl-L-prolyl-L-α-aspartyl-L-cysteinamide, cyclic (1→9)-disulfide",english,
DB18721,"S1,S9-cyclo(N-acetyl-L-cysteinyl-L-arginylglycyl-L-α-aspartyl-L-lysylglycyl-L-prolyl-L-α-aspartyl-L-cysteinamide)",english,
DB18724,recombinant adeno-associated virus alpha 1-antitrypsin vector,english,
DB18725,"Methanone, cyclopropyl(5-((4-(4-(((4s)-4-hydroxy-2-isoxazolidinyl)methyl)-3-methyl-1h-pyrazol-1-yl)-2-pyrimidinyl)amino)-1-methyl-1h-indol-3-yl)-",english,
DB18726,recombinant humanized anti-CD3/CD19 bispecific antibody,english,
DB18727,recombinant human IgG4 monoclonal antibody against FGF19,english,
DB18728,AKCEA-APOCIII-LRX,english,
DB18728,ALL-P-AMBO-5'-O-(((6-(5-((TRIS(3-(6-(2-ACETAMIDO-2-DEOXY-.BETA.-D-GALACTOPYRANOSYLOXY)HEXYLAMINO)-3-OXOPROPOXYMETHYL))METHYL)AMINO-5-OXOPENTANAMIDO)HEXYL))PHOSPHO)-2'-O-(2-METHOXYETHYL)-P-THIOADENYLYL-(3'-O->5'-O)-2'-O-(2-METHOXYETHYL)-P-THIOGUANYLYL-(3,english,
DB18728,"DNA, D(P-THIO)((2'-O-(2-METHOXYETHYL))RA-(2'-O-(2-METHOXYETHYL))RG-(2'-O-(2-METHOXYETHYL))M5RC-(2'-O-(2-METHOXYETHYL))M5RU-(2'-O-(2-METHOXYETHYL))M5RU-M5C-T-T-G-T-M5C-M5C-A-G-M5C-(2'-O-(2-METHOXYETHYL))M5RU-(2'-O-(2-METHOXYETHYL))M5RU-(2'-O-(2-METHOXYETH",english,
DB18728,IONIS-APOCIII-LRX,english,
DB18728,ISIS-APOCIII-LRX,english,
DB18729,Neosalvarsan,english,
DB18729,Novarsenol,english,
DB18729,"Sodium p,p'-dihydroxy-m,m'-diaminoarsenobenzene-n-monomethanol sulfoxylate",english,
DB18729,"Sulfoxylic acid, mono(((5-((3-amino-4-hydroxyphenyl)diarsenyl)-2-hydroxyphenyl)amino)methyl) ester, sodium salt (1:1)",english,
DB18732,"2-Propenamide, N-[(3S,4S)-3-[[6-(2,6-difluoro-3,5-dimethoxyphenyl)-8-(3-methoxy-3-methyl-1-azetidinyl)pyrido[3,4-d]pyrimidin-2-yl]amino]tetrahydro-2H-pyran-4-yl]-",english,
DB18732,"N-[(3S,4S)-3-[[6-(2,6-Difluoro-3,5-dimethoxyphenyl)-8-(3-methoxy-3-methyl-1-azetidinyl)pyrido[3,4-d]pyrimidin-2-yl]amino]tetrahydro-2H-pyran-4-yl]-2-propenamide",english,
DB18735,N-(4-((2-aminopyrimidin-5-yl)ethynyl)-3-fluoropyridin-2-yl)-5-chloro-2-methoxypyridine-3-sulfonamide,english,iupac
DB18736,"24-nor-d:a-friedooleana-1(10),3,5,7-tetraen-29-oic acid, 3-hydroxy-2-oxo-",english,
DB18736,"24,25,26-trinoroleana-1(10),3,5,7-tetraen-29-oic acid, 3-hydroxy-9,13-dimethyl-2-oxo-, (9.beta.,13.alpha.,14.beta.,20.alpha.)-",english,
DB18736,Tripterin,english,
DB18737,"6.alpha.,9-difluoro-11.beta.,16.alpha.,17,21-tetrahydroxypregna-1,4-diene-3,20-dione cyclic 16,17-acetal with acetone, 21-propionate",english,
DB18737,"Pregna-1,4-diene-3,20-dione, 6,9-difluoro-11-hydroxy-16,17-((1-methylethylidene)bis(oxy))-21-(1-oxopropoxy)-, (6.alpha.,11.beta.,16.alpha)-",english,
DB18738,"6.alpha.,9-difluoro-11.beta.,16.alpha.,17,21-tetrahydroxypregna-1,4-diene-3,20-dione cyclic 16,17-acetal with acetone, 21-cyclopropanecarboxylate",english,
DB18738,"6α,9-Difluoro-11β,16α,17,21-tetrahydroxypregna-1,4-diene-3,20-dione cyclic 16,17-acetal with acetone, 21-cyclopropanecarboxylate",english,
DB18738,"Pregna-1,4-diene-3,20-dione, 21-((cyclopropylcarbonyl)oxy)-6,9-difluoro-11-hydroxy-16,17-((1-methylethylidene)bis(oxy))-, (6.alpha.,11.beta.,16.alpha.)-",english,
DB18740,Fusion protein consisting of il-15n72d and il-15rasu/fc,english,
DB18740,Human interleukin 15 (72-aspartic acid) (human il-15 n72>d isoform),english,
DB18740,IL-15N72D,english,
DB18740,Il-15n72d:il-15rec-su/fc soluble complex i,english,
DB18740,Inbakicept nogapendekin alfa fusion complex,english,
DB18740,Superagonist interleukin-15:interleukin-15 receptor alphasu/fc fusion complex alt-803,english,
DB18742,(R) 3-(5-Dimethylcarbamoyl-pent-1-enyl)-N-(2-hydroxy-1-methylethyl) benzamide,english,
DB18743,Bi104,english,
DB18745,"(2E)-3-[1-[[5-(1-Fluoro-1-methylethyl)-3-(2,4,6-trichlorophenyl)-4-isoxazolyl]carbonyl]-3-methyl-1H-indol-4-yl]-2-propenoic acid",english,
DB18745,"2-Propenoic acid, 3-[1-[[5-(1-fluoro-1-methylethyl)-3-(2,4,6-trichlorophenyl)-4-isoxazolyl]carbonyl]-3-methyl-1H-indol-4-yl]-, (2E)-",english,
DB18745,AB-291 free acid,english,
DB18745,DS-1001 free acid,english,
DB18746,"(1R,2S)-2-[3-[(1E)-2-[4-[[(2R,6S)-2,6-Dimethyl-4-morpholinyl]methyl]phenyl]ethenyl]-1H-indazol-6-yl]-5′-methoxyspiro[cyclopropane-1,3′-[3H]indol]-2′(1′H)-one",english,
DB18746,"(1R,2S)-2-{3-[(E)-2-(4-{[(2R,6S)-2,6-dimethylmorpholin-4-yl]methyl}phenyl)ethen-1-yl]-1Hindazol-6-yl}-5'-methoxyspiro[cyclopropane-1,3'-indol]-2'(1'H)-one",english,
DB18746,Cfi-400945 free base,english,
DB18746,"Spiro(cyclopropane-1,3'-(3h)indol)-2'(1'h)-one, 2-(3-((1e)-2-(4-(((2r,6s)-2,6-dimethyl-4-morpholinyl)methyl)phenyl)ethenyl)-1h-indazol-6-yl)-5'-methoxy-, (1r,2s)-",english,
DB18747,Thrombin-preconditioned allogeneic Wharton's Jelly-derived mesenchymal stem cells,english,
DB18749,"Cyclopropanecarboxamide, N-[5-[[5-[[(3R)-hexahydro-3-methyl-4-(1-oxo-2-propen-1-yl)-1H-1,4-diazepin-1-yl]carbonyl]-4-methoxy-2-methylphenyl]thio]-2-thiazolyl]-",english,
DB18749,"N-{5-[(5-{[(3R)-4-(prop-2-enoyl)-3-methyl-1,4-diazepan-1-yl]carbonyl}-4-methoxy-2-methylphenyl)sulfanyl]-1,3-thiazol-2-yl}cyclopropanecarboxamide",english,
DB18751,"DNA, D((2'-O-(2-METHOXYETHYL))M5RU-SP-(2'-O-(2-METHOXYETHYL))RG-SP-(2'-O-(2-METHOXYETHYL))M5RC-(2'-O-(2-METHOXYETHYL))RA-(2'-O-(2-METHOXYETHYL))RA-SP-G-SP-T-SP-M5C-SP-T-SP-M5C-SP-T-SP-T-SP-G-SP-G-SP-M5C-SP-(2'-O-(2-METHOXYETHYL))RA-(2'-O-(2-METHOXYETHYL)",english,
DB18752,"5h-(1,3)dioxolo(4',5':5,6)indeno(1,2-c)isoquinoline-5,12(6h)-dione, 2,3-dimethoxy-6-(3-(4-morpholinyl)propyl)-",english,
DB18753,"N-[4-({[(1r,4r)-4-hydroxy-4-methylcyclohexyl]methyl}amino)-3- nitrobenzene-1-sulfonyl]-4-(2-{(2S)-2-[2-(propan-2-yl)phenyl]pyrrolidin- 1-yl}-7-azaspiro[3.5]nonan-7-yl)-2-[(1H-pyrrolo[2,3-b]pyridin-5- yl)oxy]benzamide",english,
DB18755,"Benzamide, n-((1s)-1-cyano-2-(5-cyano-2-(trifluoromethyl)phenoxy)-1-methylethyl)-4-((trifluoromethyl)thio)-",english,
DB18755,Monepantel component of zolvix,english,
DB18755,N-(2-cyano-1-((2s)-5-cyano-2-(trifluoromethyl)phenoxy)propan-2-yl)-4-(trifluoromethylsulfanyl)benzamide,english,
DB18755,Zolvix component monepantel,english,
DB18756,"2,4-diaminopyrimidine 3-n-oxide",english,
DB18756,"2,4-pyrimidinediamine, 3-oxide",english,
DB18756,Aminexil,english,
DB18756,Kopexil,english,
DB18756,Mexoryl sag,english,
DB18757,"23h,25h-benzo(b)porphine-9,13-dipropanoic acid, 18-ethenyl-4,4a-dihydro-3,4-bis(methoxycarbonyl)-4a,8,14,19-tetramethyl-, 9-monomethyl ester, trans-",english,
DB18757,Bpd-ma(sub c),english,
DB18757,Verteporfin c isomer,english,
DB18757,Verteporfin-mac,english,
DB18758,"23h,25h-benzo(b)porphine-9,13-dipropanoic acid, 18-ethenyl-4,4a-dihydro-3,4-bis(methoxycarbonyl)-4a,8,14,19-tetramethyl-, .alpha.13-methyl ester, trans-",english,
DB18758,"23h,25h-benzo(b)porphine-9,13-dipropanoic acid, 18-ethenyl-4,4a-dihydro-3,4-bis(methoxycarbonyl)-4a,8,14,19-tetramethyl-, 13-monomethyl ester, trans-",english,
DB18758,Bpd-ma(sub d),english,
DB18758,Verteporfin d isomer,english,
DB18758,Verteporfin-mad,english,
DB18759,".alpha.-neuraminic acid, n-acetyl-2-o-(7,26-dioxo-10,13,16,19,22-pentaoxa-6,25-diazapentaconta-35,37-diyn-1-yl)-",english,
DB18760,.alpha.-methyl-l-tryptophan C-11,english,
DB18760,"L-tryptophan, .alpha.-(methyl-11c)-",english,
DB18761,Zotarolimus,english,inn/usan
DB18762,Zongertinib,english,inn/usan
DB18763,Zipalertinib,english,inn
DB18764,Autologous anti-CD20/CD19-targeting tandem CAR T cells MB-CART2019.1,english,
DB18764,Autologous pLTG1497-transduced CAR T cells MB-CART2019.1,english,
DB18765,"1h-imidazole-1-acetamide, 5-methyl-n-(5-(2-pyrazinyl)-2-pyridinyl)-4-(2-(trifluoromethyl)-4-pyridinyl)-",english,
DB18765,5-methyl-n-(5-(2-pyrazinyl)-2-pyridinyl)-4-(2-(trifluoromethyl)-4-pyridinyl)-1h-imidazole-1-acetamide,english,
DB18765,Zamaporvint,english,inn
DB18766,"2-amino-n-(4-(5-oxo-7-(piperazin-1-yl)-5h-(1,3,4)thiadiazolo(3,2-a)pyrimidin-2-yl)pyridin-2-yl)acetamide",english,
DB18766,"Acetamide, 2-amino-n-(5-(5-oxo-7-(1-piperazinyl)-5h-1,3,4-thiadiazolo(3,2- a)pyrimidin-2-yl)-3-pyridinyl)-",english,
DB18766,Zalunfiban,english,inn
DB18767,"2-pyridinecarboxamide, n-(6-(1-hydroxy-1-methylethyl)-2-(2-(methylsulfonyl)ethyl)-2h-indazol-5-yl)-6-(trifluoromethyl)-",english,
DB18767,N-(6-(1-hydroxy-1-methylethyl)-2-(2-(methylsulfonyl)ethyl)-2h-indazol-5-yl)-6-(trifluoromethyl)-2-pyridinecarboxamide,english,
DB18767,N-(6-(2-hydroxypropan-2-yl)-2-(2-(methanesulfonyl)ethyl)- 2h-indazol-5-yl)-6-(trifluoromethyl)pyridine-2- carboxamide,english,
DB18769,Gemlapodect,english,inn
DB18770,"2-amino-6-fluoro-n-(5-fluoro-4-(4-((4-(oxetan-3-yl)piperazin-1-yl)carbonyl)-1-piperidyl)-3-pyridyl)pyrazolo(1,5-a)pyrimidine-3-carboxamide",english,
DB18770,Gartisertib,english,inn
DB18770,"Pyrazolo(1,5-a)pyrimidine-3-carboxamide, 2-amino-6-fluoro-n-(5-fluoro-4-(4-((4-(3-oxetanyl)-1-piperazinyl)carbonyl)-1-piperidinyl)-3-pyridinyl)-",english,
DB18771,Frunexian,english,inn/usan
DB18772,((6-cyclohexyl-4-methyl-2-oxopyridin-1(2h)-yl)oxy)methyl dihydrogen phosphate,english,
DB18772,"2(1h)-pyridinone, 6-cyclohexyl-4-methyl-1-((phosphonooxy)methoxy)-",english,
DB18772,6-cyclohexyl-4-methyl-1-((phosphonooxy)methoxy)-2(1h)-pyridinone,english,
DB18772,Ciclopirox-pom,english,
DB18773,2-tert-butyl-4-chloro-5-((4-((2-(18f)fluoroethoxy)methyl)phenyl)methoxy)pyridazin-3(2h)-one,english,
DB18773,2-tert-butyl-4-chloro-5-[[4-(2-(18F)fluoranylethoxymethyl)phenyl]methoxy]pyridazin-3-one,english,
DB18773,"3(2h)-pyridazinone, 4-chloro-2-(1,1-dimethylethyl)-5-((4-((2-(fluoro-(sup 18)f)ethoxy)methyl)phenyl)methoxy)-",english,
DB18773,"3(2h)-pyridazinone, 4-chloro-2-(1,1-dimethylethyl)-5-((4-((2-(fluoro-18f)ethoxy)methyl)phenyl)methoxy)-",english,
DB18773,"4-chloro-2-(1,1-dimethylethyl)-5-((4-((2-((sup 18)f)fluoroethoxy)methyl)phenyl) methoxy)pyridazin-3(2h)-one",english,
DB18773,Flurpiridaz (18f),english,
DB18773,flurpiridaz (¹⁸F),english,
DB18773,Flurpiridaz f 18,english,
DB18773,"Flurpiridaz, F-18",english,
DB18775,"2-((2-(3-butoxyphenyl)ethyl)amino)-n,n-dimethylacetamide",english,
DB18775,"Acetamide, 2-((2-(3-butoxyphenyl)ethyl)amino)-n,n-dimethyl-",english,
DB18776,(-)-(r)-etodolac,english,
DB18776,(-)-etodolac,english,
DB18776,"(1r)-1,8-diethyl-1,3,4,9-tetrahydropyrano(3,4-b)indole-1-acetic acid",english,
DB18776,"Etodolac, (-)-",english,
DB18776,"Etodolac, (R)-",english,
DB18776,"Pyrano(3,4-b)indole-1-acetic acid, 1,8-diethyl-1,3,4,9-tetrahydro-, (1r)-",english,
DB18776,"Pyrano(3,4-b)indole-1-acetic acid, 1,8-diethyl-1,3,4,9-tetrahydro-, (r)-",english,
DB18776,R-etodolac,english,
DB18778,Lusvertikimab,english,inn/usan
DB18781,Vutiglabridin,english,inn
DB18782,"2-benzofurancarboxylic acid, 4-chloro-5-(4-((2,6-dichlorophenyl)sulfonyl)-1-piperazinyl)-",english,
DB18782,Vonafexor,english,
DB18783,"L-prolinamide, 4-chloro-n-(4-mercapto-1-oxobutyl)-l-phenylalanyl-3-(2-thienyl)-l-alanyl-l-valyl-l-asparaginyl-l-cysteinyl-n-(4-((aminoiminomethyl)amino)butyl)-, cyclic (1->5)-thioether",english,
DB18783,Velmupressin,english,inn
DB18784,"5,5,11-trioxo-n-((2-(trifluoromethyl)-1,3-thiazol-5-yl)methyl)-10,11-dihydro-5h- 5.lambda.6-dibenzo(b,f)(1,4)thiazepine-8-carboxamide",english,
DB18784,"Dibenzo(b,f)(1,4)thiazepine-8-carboxamide, 10,11-dihydro-11-oxo-n-((2-(trifluoromethyl)-5-thiazolyl)methyl)-, 5,5-dioxide",english,
DB18784,Vebicorvir,english,inn/usan
DB18785,(5s)-1-(1h-benzimidazol-5-yl)-5-(4- propoxyphenyl)imidazolidin-2-one,english,
DB18785,(s)-1-(1h-benzimidazol-5-yl)-5-(4-propoxyphenyl)imidazolidin-2-one,english,
DB18785,"2-imidazolidinone, 1-(1h-benzimidazol-6-yl)-5-(4-propoxyphenyl)-, (5s)-",english,
DB18785,Varoglutamstat,english,inn
DB18786,APE1/REF-1 redox inhibitor APX3300,english,
DB18786,"Undecanoic acid, 2-((4,5-dimethoxy-2-methyl-3,6-dioxo-1,4-cyclohexadien-1-yl)methylene)-, (2e)-",english,
DB18787,Ulonivirine,english,inn
DB18788,Ulixacaltamide,english,inn/usan
DB18789,"Cyclo((p3'r,2's)-2'-deoxy-2'-fluoro-p-thioadenylyl-(3'->5')-(p2'r)- 3'-deoxy-3'-fluoro-p-thioguanylyl-(2'->5'))",english,
DB18789,"Guanosine, (p(r))-2'-deoxy-2'-fluoro-5'-o-((r)-hydroxymercaptophosphinyl)-p-thio-.beta.-d-arabino-adenylyl-(3'->5')-3'-deoxy-3'-fluoro-, cyclic nucleotide",english,
DB18790,"2-amino-6-fluoro-N-[5-fluoro-4-(1-methyl-1H-imidazol-5-yl)pyridin-3-yl]pyrazolo[1,5-a]pyrimidine-3-carboxamide",english,
DB18790,Tuvusertib,english,inn/usan
DB18791,4-fluoro-5-((2-fluoro-4-iodophenyl)amino)-n-(2-hydroxyethoxy)-6-benzothiazolecarboxamide,english,
DB18791,"6-benzothiazolecarboxamide, 4-fluoro-5-((2-fluoro-4-iodophenyl)amino)-n-(2-hydroxyethoxy)-",english,
DB18791,Tunlametinib,english,inn
DB18792,"Acetic acid, 2-(((1r,2r,3as,9as)-2,3,3a,4,9,9a-hexahydro-2-hydroxy-1-((3s)- 3-hydroxyoctyl)-1h-benz(f)inden-5-yl)oxy)-, hexadecyl ester",english,
DB18792,"Hexadecyl 2-(((1r,2r,3as,9as)-2-hydroxy-1-((s)-3-hydroxyoctyl)-2,3,3a,4,9,9a-hexahydro-1h-cyclopenta(b)naphthalen-5-yl)oxy)acetate",english,
DB18792,Hexadecyl treprostinil,english,
DB18792,Treprostinil hexadecyl ester,english,
DB18793,"Pyridin-4-yl)piperazin-1-yl)ethyl)-1,2-dihydroquinolin-1-yl)acetamide",english,
DB18794,"(3-((1-cyclohexyl-4-oxo-8-(4-oxo-4-phenylbutyl)-1,3,8 triazaspiro(4.5) decan-3-yl)methyl)benzoic acid",english,
DB18794,"Benzoic acid, 3-((1-cyclohexyl-4-oxo-8-(4-oxo-4-phenylbutyl)-1,3,8-triazaspiro(4.5)dec-3-yl)methyl)-",english,
DB18794,Trazpiroben,english,inn/usan
DB18795,"(.alpha.s,.beta.s)-4-hydroxy-.alpha.-(p-hydroxyphenyl)-.beta.-methyl-4-phenyl-1-piperidineethanol",english,
DB18795,"1-piperidineethanol, 4-hydroxy-.alpha.-(4-hydroxyphenyl)-.beta.-methyl-4-phenyl-, (s-(r*,r*))-",english,
DB18796,"4-{6-[4-(morpholine-4-carbonyl)phenyl]imidazo[1,2- a]pyridin-3-yl}benzonitrile",english,
DB18796,Tinodasertib,english,inn
DB18798,"3-quinolinecarbonitrile, 6-(((s)-(1-bicyclo(1.1.1)pent-1-yl-1h-1,2,3-triazol-4-yl)(1,2-dihydro-2-methyl-1-oxo-5-isoquinolinyl)methyl)amino)-8-chloro-4-((2,2-dimethylpropyl)amino)-",english,
DB18798,Tilpisertib,english,inn
DB18799,"1h-pyrazole-4-carboxylic acid, 1-(3-cyano-1-(1-methylethyl)-1h-indol-5-yl)-",english,
DB18799,Tigulixostat,english,inn
DB18800,"(4s,5s,6r,7s,8r,9r,10s,11r,12r,13s,14r)-12-(2e)-2-methyl-2-enoatyl-13((2s)-2-methylbutyroyl)-6,7-epoxy-4,5,9,12,13,20-hexahydroxy-1-tigliaen-3-one",english,
DB18800,"12-tigloyl-13-(2-methylbutanoyl)-6,7-epoxy-4,5,9,12,13,20-hexahydroxy-1-tiglian-3-one",english,
DB18801,90y-epratuzumab,english,
DB18801,Epratuzumab tetraxetan yttrium Y-90,english,
DB18801,Yttrium (90y) epratuzumab tetraxetan,english,
DB18801,Yttrium y 90 epratuzumab tetraxetan,english,
